参数1_文本,参数3_文本,参数5_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
Law Source,"[最新 22-23 Year 2 LLB source]- Extremely exam-oriented & comprehensive. {講真點溫幾百頁嘅notes🥲｝I only relied on these notes during exam preparation.-Exam notes contain content from lecture, tutorial, TB, PP.-DM for samples & grade proof[A-]Constitutional law ($200)- 13-pages Exam Note (only cover sovereignty, autonomy, one country two systems; freedom of expression; right to equality)*揀topic溫😎 + (important points on highly examinable authorities)- Essay (75% + marker’s comment)[A-]Land law I&II ($350)-Exam Note (Sem 1: 9 pages; Sem 2: 29 pages）-Sem 1 Q Paper [*No script coz in-hall written exams for both sem]{Lecturer 通常唔俾 PP 的 🥲｝[A-] Tort Law I&II ($350)-Exam Note (Sem 1: 10 pages; Sem 2: 27 pages)-RMD part A & B with marker’s comment (Overall A-) {Constitute 30% of overall grade so super important!}-Sem 1 in-hall hand-written A- script with marker’s comment + Q Paper-Sem 2 Exam Q Paper",[Law students’ attention] 想快人一步，早啲睇到簡潔、易明同詳盡的notes🤩，就快啲pm我啦！🤓出售的notes 包括：ContractTortLand Law I & IICriminal LawConstitutional law Criminal procedure Civil procedure Law and society Legal theory Legal systemLRW I & IILand Law IIIAdministrative Law Chinese Law 另有大量politics A-range source!!!心動不如行動，快啲PM啦！😚,Pm,2,21,,,,,
Civil capstone 組隊,Pm,Dean list求隊友aim A+Pm thx,Pm,1,8,,,,,
Civil Capstone招友,Dean list求隊友aim A+Pm thx,Pm,我,1,18,,,,,
Fail咗個elective course洗唔洗再讀過,可以下個sem take其他free e讀,今個sem take咗comp1117當free e 諗住學下Python 點知一到exam就炒咗 宜家Fail咗 洗唔洗下個sem再讀過😂 定係下個sem再take其他faculty嘅free e補翻個credit?,,,,2,2,,,
media&cultural studies 入,諗住second major media and cultural studies 想問下呢個major 就讀體驗同埋intern係做啲咩,,,,,,,,1,1
中文學院subject prize,上年我系6.27先收到,想知今年(22-23)sem2 出咗末？🙏🏻,sorry可能我無講清楚，係2022-23sem1呢個sem,3,38,,,,,
嗰啲fina2330自首嘅人咩🐢,B,嗰陣時叫人自首 落井下石嗰啲垃圾去晒邊,,,,3,6,,,
睇唔到bstc2003 final essay grade,有藍色筆嘅符號喺個分隔離，但撳入去睇唔到分又睇唔到comment,,,,,,,,2,1
其實hku係咪冇女仔玩lol🤣,omg can add?,😳😳,女菁英ad here,1,3,,,,,
想請各位藝術愛好者飲杯珍奶☺️🧋,Hello，我係library and information management master嘅學生，依家做緊一項研究，研究對象係曾經到訪香港藝術館同佢官方社交媒體嘅18歲以上人士。完成全份有效問卷（Total 6 parts)後會有返$25天仁茗茶/其他電子coupon送返比大家💰誠意邀請大家幫幫手🙏🏼或者可以轉發比適合嘅朋友～Link: https://forms.gle/wp3mWgx8Ga8qe6vN7,,,,,,,,1,1
LLB sGPA 收集區,"Seems lawfac has hidden the grade distribution from sem1, 2023",not slightly…,how to find the grade distribution within the law intranet,4,15,,,,,
CCST9074 source,DM for grade proof:),[A+ 22-23 Sem 2 CCST9074 source: $200]-Water use journal (79%)- Field Trip Report (84%)-Case study + Associated PPT presentation,,,,1,8,,,
自己一個join soc 嘅activity 會唔會好kam,Join過 都有唔少自己一個去,想join 下lifeplanet d activities,你yo 嘅話一個人join都唔係問題,1,5,,,,,
Sem1 Edinburgh,Pm,pm,pm?,1,26,,,,,
COMP3251 咩grade🫠,A,差啲F左,,,,1,2,,,
Sell Fina2330 source,Also 2322 2320,I got A+ find me,,,,1,7,,,
Fina2330 A source,I got A+ found me,"FINA2330 A grade source for sale (include essay, self made notes and final exam questions + answers)",pm,1,36,,,,,
hku係咪拉curve?,唔同course唔同,吓，仲要問,其實hku係拉curve 定 absolute grading?,2,3,,,,,
media & cultural studies,應該就唔洗exchange既，因為得BSocsc啲人先要去exchange，就算media n cultural studies係part of socsc，除非你係socsc狗，如果唔係都應該唔洗去。利申major psy minor media and cultural studies,有冇人可以答島,still don't know......,1,10,,,,,
Equity grade,A-,,,,,,,,2,1
__,要睇你份intern做乜先得㗎 😂 如果冇乜嘢做又有錢咁有乜所謂,仲要驚爛grade,Term time intern 好辛苦，又要讀書又要做嘢,2,4,,,termtime or summer internship?,,
sum sem大法依家仲work唔work,work,BSc don’t work lol,View my grades 可以見到？,2,34,,,,,
Comp3314 A sources,Hi,pm,2023 sem 2 A,1,3,,,,,
__,有無讀fbec2003可以講下點拎department consent，fbe reg唔度,但係內容係咪會比較深？,Leng grade,1,5,,,有冇人準備報summer sem? 想知幾時reg,,
Engine yr1揀major,best 8,係,試吓囉,1,12,,,,,
有無人已經收到Swire coca cola offer？,有分幾日咁in？,Today,你邊日in?,2,7,,,,,
Sell PSYC2051 A Source,pm,"PSYC2051 A Source, have exam paper with ans and all assignments.",,,,1,3,,,
Schemes Open for Application,How to have Schemes Open for Application in Application for Awards?,,,,,,,,1,2
網調,Hi,Pm me,,,,2,18,,,
☠,邊個course,靚🐢🐢,Pharm 已派,2,5,,,Medfac when pai 🐢,,
kkleung係咪有study area?,而家開左間房吖嘛,好多好多年前啦,之前kk leung 一樓二樓係learning common叫the curve 執柒咗了,1,7,,,,,
大家intern平均幾多錢一個鐘?,I am ce student n I can tell u no,Don’t count due to government regulations,Stem intern also counted as I remember if you are in Computer engineering major 😂,2,16,,,,,
Engine 幾時放grade,出咗啦,Real released,出左,3,42,,,,,
賣 CHEM1042/3 CHEM2441 ref bk,$200 each,,,,,,,,1,1
Pgde 報名,1,can,建議自己上網睇下admission啲嘢,3,15,,,,,
Scholarship general round,year 2,Year 幾？,今年3月先interview 大概幾時會收到result,1,21,,,,,
Plagiarism,要開信封,Pm,Pm?,3,36,,,,,
22/23 sem 2 pusan national uni,Dm ed,can @xx_c_c,I add u?,2,16,,,,,
台大exchange入,anyone ntu in the coming s1?,Pm?,pm,2,45,,,,,
招數學補習長期Partner，自己一個做唔黎,how much,[代Po]已經有大約20個學生，主要針對高中學生，IG account已有超過1000人follow，有場地有基本筆記，但實在不能獨自應付全部補習相關的營運，而且將來擴張也不能自己一個人應付。因此想招長期合作嘅partner，負責教學和筆記製作等的事務。希望可以招到數學有5*或以上 / 數學系 / 工程系，如果有興趣但唔係讀呢D科目都可以！之前都post過咖喇，因為會篩選有限嘅人數作最後選擇，而家只剩一個位置，所以大家有興趣可以聯絡我～有興趣請pmTelegram: https://t.me/yonamousInstagram: @ghosto0247因為是代po，請不要在下面打pm，我聯繫不了你。如果識有人可能會有興趣嘅話都可以share呢個post比佢睇下，Thanks了各位大哥。,,,,1,3,,,
Comp2396 a range source,有意pm,,,,,,,,1,1
Hku 幾時放grade,fbe 16/6,,,,,,,,1,1
SciFac internship,Use Netjob,Me yr2 bioc as well,Ofc go cedars stem career web,1,4,,,,,
CCCH9018 A+ Source for sale!,Pm,Om,Pm,2,18,,,,,
BUSI3803/IIMT3636 source,Push,First hand source!!! Can provide proofA&F:BUSI3801 (21/22) ABUSI3803(22/23) AMGMT2401(21/22) AMKTG2501(21/22)ABSTC 1004 A (2022-2023)BSTC 2004 A+(2021-2022)BSTC 2009 A(2021-2022)Tg: https://t.me/hahahehehelol,,,,3,17,,,
N24入,有事問,,,,,,,,1,1
__,Pm ed,Pm,Anyone sem 1,1,11,,,Anyone 2324 Maastricht!!,,
有冇year4 nursing 急,pm,PM me,hi,1,12,,,,,
BIOL 2409 咩grade,可免則免💀💀💀💀💀💀💀💀💀,"Course content is okay 3 assignments 1 quiz 1 presentation, Dr Lim is a good teacher but harsh grader especially the pres which is 30% of your grade",Hi wanna know if the course gd grade or not,1,7,,,,,
student transcript grade **,"有** 都可以係fail, ** 只係代表佢入咗grade",有frd**照樣fail,thanks,1,7,,,,,
放CAES1000 書,乜有用？,80hkd 放 pm我,80 hkd,1,6,,,,,
賣POLI2106 手寫 notes,Pm,A- source with proof for low price,,,,1,2,,,
Mtr intern,me,Me! But august sin onboard,Mtr 做緊師兄路過,1,6,,,,,
放 FBE sources，有任何需要 PM,PUSH,PM,pm,1,6,,,,,
想係HKU 搵bf (gay),pm :),true :/,dm for fd too,4,107,,,,,
HKUWW S2 Birmingham,okk thankss,hi sry for late reply but i just requested ur ig!,okayy!,1,20,,,,,
求COMP3355 cyber security ppt,lol,no,Pm?,1,9,,,,,
PSYC 1001 A+ Source,Cheap Psyc1001 source for sell :)🫶🏻will teach you how to tip the exam questions as well! Pm me if interested!!,,,,,,,,1,1
收poli2106 Source,pm,Pm,Pm,1,24,,,,,
☺️,pm?,pushhh!,"Hi all, may i know ur gpa range?🙏",2,13,,,HKUWW University of Birmingham,,
FBE 想去北大光華有幾難？,但係FBE exchange list 寫明北大highly competitive😢,唔難，識有人cgpa 3.0x都去到北大exchange,exchange,1,3,,,,,
有冇人做過SLRLAB,btw slrlab intern有冇人工？,以我所知係要,曬時間 yr1 2 有時間做d自己鍾意既嘢 發掘下興趣好過啦,12,19,,,,,
有冇人知HKU 啲房啲電視可唔可以連部switch？,hdmi,如題 講緊CPD 啲房 要點搞thanks so much !!,,,,1,2,,,
SOCI 2081大伏,lecturer 係killer,,,,,,,,2,1
⛄️,Anyone HKUWW Sem2  Melbourne ?,,,,,,,HKUWW Sem2  Melbourne,1,1
Recommeded for discontinuation,我fail咗一科已經second up變second low，計過唔夠credit上返second up😭😭,"F咗科都仲可以差少少就First hon, 師兄唔簡單喎",想知係未出grade已經會收到？,3,76,,,,,
trans to BA+Edu,year of study 未必由yr 1開始但係ed (aka professional core)係由yr1開始已經preset好幾時讀乜eg Y1S1 -> BBED1101Y1S2 -> BBED1102Y2S1 -> BBED2101 etc…所以fac office都會叫你由頭讀起 某程度上等於defer畢業,thx！想知係咪要重新由yr1讀起？,Need first hon GPA,1,6,,,,,
Anyone willing to teach canto?,sure,Hi! I live in HKU hall. Very close to hku mtr station. Can teach Cantonese! Pm me if interested,Pm~,1,15,,,,,
Anyone applied Astreas,Pm,did u apply eventually？How’s it like?,"Comprehensive Interview Q&A Guide 💯 with the following features:✅ Over 45 elite sample answers to questions spanning across (i) personal questions, (ii) CV-based questions, (iii) firm-based questions, (iv) behavioural questions and (v) technical and competency questions ✅ Around 17550 words in total✅ Successfully relied on the Guide to secure multiple vac scheme offers (including white shoes, U.K. and Australian law firms) and ifirm TC✅ Experience suggests that the Guide can effectively prepare for at least 70% of interview questions ✅ Applicable to LLB and double degree students✅ Answers in bullet point forms, with key parts in bold, for easier memorisation✅ Come with high quality sample cover letter ✅ All round after-sales service, with discount on further career counselling and assistancePm if interested! 😉",1,4,,,,,
Computer Science 搵到intern未？,Year 2 working in CCBA now,Year幾？,未,1,5,,,,,
放CCCH9018 A range source,Pm,https://t.me/psycresources,Pm,1,6,,,,,
讀psycho 嘅通常係咩mbti?,大家人生可以多啲樂趣的,其實大家都係講吓😂😂 呢啲嘢梗係知啦 使唔使咁認真sls,勁🤣🤣,2,14,,,,,
放cchu9044 A+ source 連quiz ans,CCHU9044 A source for sale (21-22) :✅️quizzes with ans✅️ tutorial worksheet ✅️ Essaypm if interested,pm,pm,3,45,,,,,
Anyone Sem2 Sweden ?,Maybe u guys can join the group 🤔,https://chat.whatsapp.com/CGxdCi8NlXCEI6fxqaRJvp,hi!,1,13,,,,,
報左HKU MT 入,Any news after written test?,有冇人做左個apt test 想知難唔難🤭,,,,2,2,,,
有冇人暑假去北大清華？,北大🙌🏻,Can pm?,有,1,3,,,,,
BA trans Nursing,try下喇 如果你有讀chem bio有5above會好大機會,Close but not that high,What’s your gpa?,1,17,,,,,
大家畢業袍點買？,pm or https://t.me/windybear 🙏🏻,Pm,,,,2,7,,,
Starr你班pk 靜少少得唔得,呢代打波咁廢 個朵都難啲差得起,要講笑就用 柒猩猩 吊頸偉倫 淫賤hysan 😤,咩借刀啊！ 你用咩講笑都得 就係唔可以用Ricci呢個名黎講笑🫵🏻,1,39,,,,,
DOJ Law Intern,Same,Got my formal offer today,june i guess,13,52,,,,,
__,🤢🤢🤢,老铁 NMSL？666噢！🤙🤙🤙,Cnm,1,16,,,hk vs china girlfriend,,
暑假去Adelaide讀winter school,"有冇人今年暑期去University of Adelaide讀winter school? 或者6,7月會係Adelaide?",,,,,,,,1,1
有scnc1111 senior tutor offer,"i cant remember, was some y2 girl studying biology",Who is your tutor 😂,"The senior tutors didn't even know basic math, they made a lot of mistakes in the tutorials",1,5,,,,,
搵人踢波 7人草地,Pm,pm,pm,1,6,,,,,
招數學補習社Partner，自己一個做唔黎,[代Po]已經有大約20個學生，有場地有基本筆記，但實在不能獨自應付全部補習相關的營運，而且將來擴張也不能自己一個人應付。因此想招partner，負責教學和筆記製作等的事務。希望可以招到數學有5或以上 / 數學系 / 工程系，如果有興趣但唔係讀呢D科目都可以！有興趣請pmTelegram: https://t.me/yonamousInstagram: @ghosto0247因為是代po，請不要在下面打pm，我聯繫不了你。如果識有人可能會有興趣嘅話都可以share呢個post比佢睇下，Thanks Thanks,,,,,,,,5,1
CCHU9049 Group project咩grade,B,A-,,,,1,2,,,
fbe幾號出grade,Trueeee :3,睇返上年應該係,係咪16號,2,3,,,,,
any poli2105 source,Pm,Pm,push,1,4,,,,,
Sum sem cc,會有,大概每有幾多個人reg?,都幾難 reg 嘅,2,15,,,,,
求POLI2105 source,Can pm?,Pm,lm,1,3,,,,,
有冇人收到R&V intern？,no too,Nope,你地揀graphic design or multi media?,1,8,,,,,
Law sources,[Law students’ attention] 想快人一步，早啲睇到簡潔、易明同詳盡的notes🤩，就快啲pm我啦！🤓出售的notes 包括：ContractTortLand Law I & IICriminal LawConstitutional law Criminal procedure Civil procedure Law and society Legal theory Legal systemLRW I & IILand Law IIIAdministrative Law Chinese Law 另有大量politics A-range source!!!心動不如行動，快啲PM啦！😚,[Law students’ attention] 想快人一步，早啲睇到簡潔、易明同詳盡的notes 和source🤩，就快啲pm我啦！🤓出售的notes 包括：ContractTortLand Law I & IICriminal LawConstitutional law Criminal procedure Civil procedure Law and society Legal theory Legal systemLRW I & IILand Law IIIAdministrative Law Chinese Law 另有大量politics A-range source!!!心動不如行動，快啲PM啦！😚,[Law students’ attention] 想過三爆四，睇到簡潔、易明同詳盡的A-range notes 和source🤩，就快啲pm我啦！🤓出售的notes 包括：ContractTortLand Law I & IICriminal LawConstitutional law Criminal procedure Civil procedure Law and society Legal theory Legal systemLRW I & IILand Law IIIAdministrative Law Chinese Law 另有大量politics A-range source!!!心動不如行動，快啲PM啦！😚,46,589,,,,,
Any sem 1 Sweden?,sem2!,s1 norway,Push,1,6,,,,,
UofT 23-24 sem 2 exchange,Sem 2? Pm me !,me too,pm,1,11,,,,,
__,開返了,柒hall有嘢想講都要用goop,柒hall😂😂,1,96,,,橙呵同我入晒嚟,,
HKUWW sem2 Queen Mary London ?,huh why ?,May I know your Gpa,,,,1,2,,,
hkuww richmond sem 2,pmpm,pm!,ppp,1,5,,,,,
[Law] Liberty Mini-P Interview,offers?,Wanna know,what did they ask？,4,24,,,,,
2023/24 York (uk) exchange,sem 2 york!,Anyone?,,,,1,2,,,
HKUWW anyone Sem 1 Leicester?,3.1x,wanna know too 🙈,Pm Ed,1,13,,,,,
代查turnitin + AI percentage連邊句,Hi 㩒個火圈,pm,Pm,2,4,,,,,
CEDARS Weeks of Welcome intern,有無人做過/報緊？伏唔伏？講英文/普通話多？多唔多野做？,,,,,,,,1,1
文學院Congregation link 入唔到？,講乜？咩叫我文，有冇你文,我文學院,thx！手機成功🙏🏻,2,10,,,,,
ECON1210一問,係,yes 下sem見:),,,,1,4,,,
有冇女仔接受男仔戀腳,小腿,腳板,腳指，腳眼，腳背，腳板，腳踝，腳尖定腳掌？,2,3,,,,,
咩course 上堂最多interaction,Ching今個學期讀定係點😂,👎👎👎👎,Yes 我哋都有daily notes 但冇PPT抄答案 所以似quizzes多d 冇睇reading就做唔到,3,20,,,,,
"收Land Law II, Crim Law II Exam",[Law students’ attention] 想快人一步，早啲睇到簡潔、易明同詳盡的notes 和source🤩，就快啲pm我啦！🤓出售的notes 包括：ContractTortLand Law I & IICriminal LawConstitutional law Criminal procedure Civil procedure Law and society Legal theory Legal systemLRW I & IILand Law IIIAdministrative Law Chinese Law 另有大量politics A-range source!!!心動不如行動，快啲PM啦！😚,Hi,pm,1,10,,,,,
sem2 nottingham,p m,Just received offerPm?,sem2 nott exchange anyone?🙌🙌,1,3,,,,,
有冇咩course係限major去讀,好似year3/4之後就唔讀得 想知maths/cs/finance,,,,,,,,1,1
Econ1210 b grade?,📷,anyone have this sem stat see see？,1210 real din,2,19,,,,,
有冇人econ2275/ccgl9025俾人判AI,appeal幾時有結果？,Push,Push,1,44,,,,,
CCCH9045好唔好讀？,it depends,我A＋,,,,1,2,,,
