参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
兒家goop嘅風氣真係好差,💣,做老師係咁上下質素嫁啦,💣,咁你想點呀,🐽,"一個月要有幾多教畜因為屌學生妹而上新聞#hoho#lme#smirking#lme#happy#lme又話教畜好撚忙 點解5點半已經post晒story又去staycation又玩保齡球#spinning2#lm2#spinning#lm2有得屌學生妹 老師讀書唔洗爭 搵工唔洗爭 撞正退休 移民潮#spinning#lm2#spinning2#lm2𡃁妹咁易呃又未見過世面班教畜FG 35k 4十歲唔升職已經5十幾k間唔中買下野食野飲 假期送下禮物已經有一手西屌細佬女怕事唔想搞大件事通常就不了了之條友一睇就知唔係第一次屌學生妹, 每年屌一批新既一手西中學讀書hea下hea咁去考DSE, 好彩拎到18-20分就可以入垃圾教大日日上莊玩活動起薪出黎31k 好彩有教席就35k起薪年年跳point講到淨係係大學得讀教大班人會進步同好撚忙 所以值咁高人工依家出邊就係9成5既學位平均都係20k，屌柒你班廢柴拎住高人工但做埋堆廢野自己無咩人生經歷 無咩遇到挫折 又唔係讀書叻拎住年年跳point既人工，唔明點解其他FG儲錢咁難，做幾年野已經買晒車準備儲多幾年就上車，個個自信心爆棚，覺得自己高人一等，最鐘意Post相上ig打飛機，唔知點解平日可以周圍去玩生活圈就係成世人困住係間學校見到校長副校即刻淆晒底扮晒蟹遇到學生/FG就另一副嘴面扮晒野，直頭以為自己係7科5星星既天之驕子然後用咁既心態教下一代點樣去讀書，揀科，理財DSE畢業生無咩人生閱歷無人脈帶路無家庭幫手睇根本唔撚世簡科到最後信撚左班教畜，出黎成為20k既FG 小薯 個個月都有教畜上新聞，害死小朋友，搞學生妹,搞文員 TA 老師 依家搞埋人妻派帽，處理方法就係請病假唔回應扮死狗最後成件事不了了之，人命無咗但班教畜完全唔洗孭飛成日話自己係專業人士，事實上人工就拎prof grad，責任就Who fucking cares?又要秘撈，又要作故仔偷情 周圍派帽，又要睇Netflix，又要呃西屌真係唔怪得點解教畜2年黎淨係返半日工都要話到自己好撚忙，暑假要出住2份糧做人口普查原來係比班教畜約炮 派綠帽D野就推晒比班大學生做你估班教畜無晒人會去備課？食親lunch見學校個個拎晒袋走啦得閒就去staycation好似光頭副校要屌學生妹人口普查出住雙糧約炮派帽學生比人欺凌扮睇唔到最近又多幾件非禮呃西屌教畜",1,4,,,,,
TLS3003 final essay請槍,🙏,dm,迷你豬女,加油 快啲做,🌮,28/4 2359交 有意dm,1,3,,,,,
有冇人都係summer去英國?,🤒,"有冇人都係University of Roehampton London, (session 1 )？有冇人有興趣一齊玩，放假一齊去其他國家玩",,,,,,,,,,1,1
創意藝術與文化榮譽文學士 呢科係讀乜嘢😗,🐭,都可以係升year 1,👼,BEd 有senior entry架咩？,👧,直接報DDVA啦，有人都係ECE hd升DDVA,2,14,,,,,
有無女無拍拖又想搵人解決性需要？,🌜,1. 想要第一次教巴 2022-01-14中文教師與女生發展師生戀 7度在愛巢相見 涉非禮及求獻初夜 沒有使用避孕套下性交及後X再6度獲邀到被告家中，被告變本加厲，開始與X擁吻、摸她大腿，又曾問X可否幫他手淫，惟遭X拒絕。後來被告更脫去X的衣服摸胸等，亦進一步問X會否將初夜獻出，雖然X一度拒絕，但最終在被告重複要求下，與被告發生了性行為，期間X向被告表示不舒服及痛，但被告沒有理會，後來被告抽出陰莖，自瀆至射精，過程中沒有使用避孕多次說想要X的第一次X憶述，雙方發生性行為當天，抵達被告家後，對方即親吻她，之後更多次說想要X「第一次」，於是她便在半推半就下與被告發生性行為，事件被揭發後，被告更要求她不要透露性交事件。2. 巨腸溶化左教巴 2022-01-11已婚數學教師涉非禮女生 要求事主成情婦 發短訊稱：畀你溶化咗 被告在兩次性侵事件後，與X進行多次情慾對話，包括「你幾特同我含」、又傳送飛機圖像、「唔係個個有得食嫁，非常珍貴」、「我專長用手」、「雖然嗰次同你玩得唔投人， 你技術亦麻麻， 但其實已經好爽」、「上次條巨腸俾你溶化左」等等3. 乳頭打圈教巴 2021-12-02男教師手指在男生乳頭打圈判社服 控方斥枉為人師 上訴改囚8月 gay唔貼4. 有Netflix教巴 2021-11-22教師涉與15歲女生非法性交 到訪被告家被摸 事主：覺就要成情侶 上課外互發訊息控方開案陳詞指，被告為女童X的英語老師，二人從2018年12月開始在上課時間外互發訊息。由於X告知被告她沒有Netflix帳戶，被告於是邀請她到2019年1月13日到其家中看Netflix上的電影。首次到被告家被摸胸及私處當日X抵達被告家中後，與他邊吃東西邊看電影，突然被告探身吻X，又壓她在沙發上摸她胸部及私處，之後被告脫去二人衣服，一絲不掛地以身體互相磨蹭。事後X問被告為何要對她做那些事，被告稱因控制不了自己及喜歡她，要求X做他女友，而X同意。後來，X再到被告家中看電影時，被告又再摸X的身體，並且用手指插進X的私處，直至X叫痛。再三到訪發生性行為2019年2月中時，X到被告家中再看電影，被告撫摸X後，與她在睡房性交兩至三小時，事後雙方在床上聊天一會後，再次性交了一小時，期間被告沒有使用避孕套。5. 出糧造福教育界教巴 2021-10-29狎兩女童被判囚3年 男教師求情信稱造福教育界多年 官：有出糧 57歲男教師涉於3年間，多番在校內非禮兩名的女童，包括觸摸女童的胸，或隔著衣物，把其下體貼近女童的私處6. 壞哥哥抖音教巴 2021-09-01小學教師網上遊戲識女童索裸照 認犯案有快感及刺激感 囚32月 已婚小學男教師透過遊戲「第五人格」及社交平台「抖音」，分別結識兩名女童，他以給予免費虛擬遊戲道具，誘8歲女童女童傳裸照，亦與另一12歲女童談性話題，又教她拍裸照及傳送給自己。男教師早前承認促致未滿16歲人士製作色情物品等3罪，其心理報告顯示，他犯案時會獲得快感及刺激感，亦有發展孌童癖的傾向。法官認為案件嚴重，涉案女童年紀小，被告更嘗試約兩名女童見面，幸好二人拒絕，否則後果不堪設想，終判他囚32個月。以壞哥哥玩家身份認識事主案情指，被告與女童X均為網上遊戲「第五人格」的玩家，被告以玩家身份「壞哥哥」結識X，並要求X傳送裸照給他，以交換遊戲道具。X最終曾傳送5張裸照予被告，又將被告介紹給同樣想要虛擬道具的朋友。後來母發現X手機存有X的裸照，於是報警。教Z拍裸照時搓弄私處針對另一女童Z的案情則指，二人透過社交平台「抖音」認識，及後二人用WhatsApp交談，Z傳送了裸照給被告，被告亦教Z拍裸照，又教她在拍片時搓弄自己的身體部位。從二人的對話可見，被告與Z談及性話題，又遊說Z搓弄私處、乳頭及展示私處，更邀Z見面。7. 好朋友教巴 2021-08-17中史教師涉非禮13歲男生 事主造訪遭強吻 被告：好朋友的證明 gay唔貼8. 按摩教巴 2020-11-27男教師為16歲女生按摩 被裁非禮罪成 官斥肆無忌憚犯案囚6個月 屯門兒童院五旬已婚男教師涉嫌在體育課期間，藉詞替16歲女學生按摩背部，乘機伸手入上衣摸背及至胸圍帶，又疑在女學生做拱橋動作時扶著她的臀部。他早前就3項非禮罪受審，裁判官林子勤今（27日）在西九龍法院指被告明知男女授受不親，卻主動替女學生按摩，並且不必要地觸摸對方，裁定所有控罪成立。他斥被告在課堂上肆無忌憚地犯案，判囚6個月，但批准被告保釋以候上訴。9. 1日5次教巴 2020-11-27音樂老師涉非禮女同事 突吻事主手背和臉 提性生活稱能1日5次 音樂科外聘男教師被指在一個飯局中，涉突捉住一名已婚女老師的手背親吻又吻其臉，並問女老師與丈夫的性生活 ......,🐤,1. 想要第一次教巴 2022-01-14中文教師與女生發展師生戀 7度在愛巢相見 涉非禮及求獻初夜 沒有使用避孕套下性交及後X再6度獲邀到被告家中，被告變本加厲，開始與X擁吻、摸她大腿，又曾問X可否幫他手淫，惟遭X拒絕。後來被告更脫去X的衣服摸胸等，亦進一步問X會否將初夜獻出，雖然X一度拒絕，但最終在被告重複要求下，與被告發生了性行為，期間X向被告表示不舒服及痛，但被告沒有理會，後來被告抽出陰莖，自瀆至射精，過程中沒有使用避孕多次說想要X的第一次X憶述，雙方發生性行為當天，抵達被告家後，對方即親吻她，之後更多次說想要X「第一次」，於是她便在半推半就下與被告發生性行為，事件被揭發後，被告更要求她不要透露性交事件。2. 巨腸溶化左教巴 2022-01-11已婚數學教師涉非禮女生 要求事主成情婦 發短訊稱：畀你溶化咗 被告在兩次性侵事件後，與X進行多次情慾對話，包括「你幾特同我含」、又傳送飛機圖像、「唔係個個有得食嫁，非常珍貴」、「我專長用手」、「雖然嗰次同你玩得唔投人， 你技術亦麻麻， 但其實已經好爽」、「上次條巨腸俾你溶化左」等等3. 乳頭打圈教巴 2021-12-02男教師手指在男生乳頭打圈判社服 控方斥枉為人師 上訴改囚8月 gay唔貼4. 有Netflix教巴 2021-11-22教師涉與15歲女生非法性交 到訪被告家被摸 事主：覺就要成情侶 上課外互發訊息控方開案陳詞指，被告為女童X的英語老師，二人從2018年12月開始在上課時間外互發訊息。由於X告知被告她沒有Netflix帳戶，被告於是邀請她到2019年1月13日到其家中看Netflix上的電影。首次到被告家被摸胸及私處當日X抵達被告家中後，與他邊吃東西邊看電影，突然被告探身吻X，又壓她在沙發上摸她胸部及私處，之後被告脫去二人衣服，一絲不掛地以身體互相磨蹭。事後X問被告為何要對她做那些事，被告稱因控制不了自己及喜歡她，要求X做他女友，而X同意。後來，X再到被告家中看電影時，被告又再摸X的身體，並且用手指插進X的私處，直至X叫痛。再三到訪發生性行為2019年2月中時，X到被告家中再看電影，被告撫摸X後，與她在睡房性交兩至三小時，事後雙方在床上聊天一會後，再次性交了一小時，期間被告沒有使用避孕套。5. 出糧造福教育界教巴 2021-10-29狎兩女童被判囚3年 男教師求情信稱造福教育界多年 官：有出糧 57歲男教師涉於3年間，多番在校內非禮兩名的女童，包括觸摸女童的胸，或隔著衣物，把其下體貼近女童的私處6. 壞哥哥抖音教巴 2021-09-01小學教師網上遊戲識女童索裸照 認犯案有快感及刺激感 囚32月 已婚小學男教師透過遊戲「第五人格」及社交平台「抖音」，分別結識兩名女童，他以給予免費虛擬遊戲道具，誘8歲女童女童傳裸照，亦與另一12歲女童談性話題，又教她拍裸照及傳送給自己。男教師早前承認促致未滿16歲人士製作色情物品等3罪，其心理報告顯示，他犯案時會獲得快感及刺激感，亦有發展孌童癖的傾向。法官認為案件嚴重，涉案女童年紀小，被告更嘗試約兩名女童見面，幸好二人拒絕，否則後果不堪設想，終判他囚32個月。以壞哥哥玩家身份認識事主案情指，被告與女童X均為網上遊戲「第五人格」的玩家，被告以玩家身份「壞哥哥」結識X，並要求X傳送裸照給他，以交換遊戲道具。X最終曾傳送5張裸照予被告，又將被告介紹給同樣想要虛擬道具的朋友。後來母發現X手機存有X的裸照，於是報警。教Z拍裸照時搓弄私處針對另一女童Z的案情則指，二人透過社交平台「抖音」認識，及後二人用WhatsApp交談，Z傳送了裸照給被告，被告亦教Z拍裸照，又教她在拍片時搓弄自己的身體部位。從二人的對話可見，被告與Z談及性話題，又遊說Z搓弄私處、乳頭及展示私處，更邀Z見面。7. 好朋友教巴 2021-08-17中史教師涉非禮13歲男生 事主造訪遭強吻 被告：好朋友的證明 gay唔貼8. 按摩教巴 2020-11-27男教師為16歲女生按摩 被裁非禮罪成 官斥肆無忌憚犯案囚6個月 屯門兒童院五旬已婚男教師涉嫌在體育課期間，藉詞替16歲女學生按摩背部，乘機伸手入上衣摸背及至胸圍帶，又疑在女學生做拱橋動作時扶著她的臀部。他早前就3項非禮罪受審，裁判官林子勤今（27日）在西九龍法院指被告明知男女授受不親，卻主動替女學生按摩，並且不必要地觸摸對方，裁定所有控罪成立。他斥被告在課堂上肆無忌憚地犯案，判囚6個月，但批准被告保釋以候上訴。9. 1日5次教巴 2020-11-27音樂老師涉非禮女同事 突吻事主手背和臉 提性生活稱能1日5次 音樂科外聘男教師被指在一個飯局中，涉突捉住一名已婚女老師的手背親吻又吻其臉，並問女老師與丈夫的性生活 ......,🐖,可以搵我，我屎眼收緊自如,1,8,,,,,
放GEE1003 ePortfolio A,😩,ok,芝麻湯圓世一,pm,🌿,pm,1,16,,,,,
assignment唔夠字數會唔會fail？,🎂,佢好大壓力😜,😟,打啲英文字母a a a a a a a a 然後轉白色遮住佢扮夠字數,,,,,1,8,,,
JC 有冇gay arrr,🎍,pm,🎍,pm,🎍,pushhhhhh,2,47,,,,,
放A Range Source,💂,ok,qwe6372,Gek2021 plz,🐄,Pm,2,11,,,,,
放PFS2013 A range essay,🌬,pm,😰,Pm A,🐇,Pm thx,2,41,,,,,
執到八達通56638891(2)嘅同學仔請入,🦁,其實我估架炸，樓主都係自己解釋返,🌱,正常7-11都會有cam,🐢,03:17am 😂,1,17,,,,,
收GEE 1003 ePortfolio A range,🐇,pm,🍷,收GEE 1003 ePortfolio A range,,,,,2,2,,,
幼稚園老師post寫要良好英語,🐐,試下唔好出嚟害人🙏🏻,🍶,高,🦀,咁你唔洗做啦,1,4,,,,,
關於Hon pro proposal 的問題,😳,OK啊,🐽,感覺我應該唔太啱 做錯feel🤔想問可唔可以私底下問你關於HP嘅問題？,😳,implications嘅話要一步步嚟1. 你個topic會唔會太闊？2. 你嘅RQs點回應個topic？3. 個apparatus設計上點答到RQs？呢個位要考慮埋唔同responses同correlation嘅所有可能性：如果唔係你預期中咁嘅時候，你篇文打算點寫落去？4. 分析完之後，個結論有乜現實嘅impact？feasibility如果想輕鬆啲嘅話就盡量online問卷，一嚟輕鬆過qualitative research，二嚟唔需要人手入pen and paper data同埋如果要容易啲做到嘅話就最好唔好牽涉到minors，家長/學校未必會同意，你冇咁多時間去處理唔同嘅technicalities,7,12,,,,,
五月天演唱會尾場,🍏,二連 有意pmmm,,,,,,,,,,1,1
有無人放summer GEM?,🌞,Hello，要唔要組grpmate 啊,🌸,Pm,🌸,Pm,2,20,,,,,
到底點先至可以噴得多水？,🕴,留名,😏,夠high？,🍲,擰大啲個頭,1,3,,,,,
有冇人覺得 SAO個Kristen 好煩,😜,唔好一尾話人煩又唔講點解,😜,不如講有咩咁煩,🙋,同佢同team 既SAO HMS同事都一鳩樣,1,7,,,,,
EDUHK有冇性騷擾案例,🐠,😂,😶,抱歉，作為一個語言模型，我無法在網絡上搜索最新的新聞並提供連結，因為我的知識截止日期是2021年9月，而我無法在網絡上瀏覽即時資訊。此外，作為一個AI模型，我無法提供包含性罪行等不適當內容的新聞。若您對香港教師的性罪行有興趣，建議您前往可靠的新聞網站或當地的新聞機構進行搜索以獲取最新的資訊。請隨時注意網絡上的新聞來源的可靠性，並遵從當地法律和倫理準則。,🐔,調教？,1,20,,,,,
唉…真係好可惜,👹,回應唔到對自己行政失誤嘅指控咪玩人身攻擊囉🤭理虧嘅係邊個唔講啦,🐂,更何況你講嘅行為行行都有人做啦，可能坐你隔離個人都有做，so what？唔抵得？對呢D人敏感？及早求醫啦咁，係道嘴砲無用，咁威去選特首啊笨,🐂,葡萄教書搵得多過你啊？咁葡萄米辭職劈炮重新考試讀書咯，唔洗係道出口術wor～而家咁辛苦又無得去staycation又無得屌女，唔講以為你做和尚係道化緣啊，定係做多幾次打手有錢分啊？都係嘅，而家搵得雞水咁多，女又無得屌，係要秘撈搵錢啦～,1,11,,,,,
覺得讀EdU 啲人點？,👲,自己唔係好yo嘅人， 呢幾年透過做project識落嘅朋友都好pure😭❤️ 超級感恩,🌰,有特別性癖好例如想屌學生妹（包括大學生）,🍑,好想做愛,1,12,,,,,
有冇人收到Buddy@EdUHK Nomination?,😖,收到又點 你會去做咩,🐿,我估全世界都收到,🌮,同樣收到 寫埋自己個名,2,6,,,,,
🦂,🍮,佢哋話教大牛逼個玩膠page支持佢🤭不如叫啲差佬話Matt Leung支持佢哋啦,🐏,Up,🐏,真牛逼,1,14,,,SAO 某高層,,
轉exchange application 嘅後果,😉,"If I withdraw from SEP after accepting the offer, can I re-apply in the future?Yes, but your future application will be given a lower priority if you withdrew without a justifiable reason. Meanwhile, all the subsidies and/ or scholarships will be forfeited immediately.即係無論有冇合理理由都會冇晒subsidies?",😉,我1st round 嗰陣報咗韓國同accept 咗，2nd round 想轉去加拿大，但係想問有咩後果？我打俾佢嗰陣唔記得問🥲,,,,,2,2,,,
有冇人有上年hall 嘅cut off🙈,🍣,邊度有得睇？🙇🏻‍♀️,🍧,Sem2應該易住啲,🍧,📷,2,16,,,,,
hall訪客 非edu學生過夜得唔得？,🎉,屈囉,🐉,過你老母咩,👲,唔過得,3,13,,,,,
JP23認真唔錯呢😍,🌬,繼續Sell,我眼睛想旅行,📷,🎉,乜L嘢JP23呀,1,3,,,,,
Edu 係咪特別多雞,🦁,GS Kary,🍆,hi,🎃,Pm,1,18,,,,,
present前3星期先開始趕capstone會唔會太遲？,🌼,present成點,🌼,成功 恭喜晒,🌚,笑死好彩趕到，不過我犧牲咗個復活節假期用嚟做功課,1,10,,,,,
Minor 心理學,🐤,心理老母,🌛,"Pm, 唔該晒!",😷,"pm, thank you 🙌🏻",7,15,,,,,
🌳,🐬,hihi 吹下水,🐬,hihi,🐬,hihi,11,17,,,摺友交流區,,
畢業證書會唔會寫gpa？,🍍,好 唔該大家,👹,Transcript 會有，畢業證書唔會,🍍,咁佢會唔會寫你有咩requirement唔達標或者畀人記過咩warning？,1,5,,,,,
一人一個教大唱歌好聽嘅同學,👧,佢算啦,😼,y1現莊,🐘,Y4ddmu 果個？已轉左過jc,2,32,,,,,
點睇新宿舍policy，一定要參加活動如果唔係扣宿分,🐊,學校膠層 好紅下,🐊,真,☺️,參加活動唔係問題 但點解要參加呢啲,2,13,,,,,
大陸人上莊直出殘體字,👩,我見過attendance list佢個名“雙”字係直接出“双”字，系統資料都係記錄殘體字,👩,佢哋張學生證全名係照用殘體字,🐊,想知有呢支莊咩？想去 con會,2,6,,,,,
學校Project做問卷 完成者可得$50禮劵,🐋,咁到時燒畀我thx 地址到時上黎話你知ok?,🍕,冇咁快...學校都有程序要做,🍕,一個月,1,16,,,,,
