参数1_文本,参数3_文本
"雖然我好唔鍾意呢句嘢
但巴打可能真係要講多少少
或者你唔介意可以打啲英文出嚟我幫下眼睇你錯咩

因為本身自己都係靠自然嘅input學英文，
所以我啲grammar都唔係好 —
我意思係唔會對grammar好有意識

有啲似你聽到個外國人講廣東話，
你知道句嘢係grammar唔啱同聽落好怪，但你講唔出佢錯咩

呢個情況我寫嘢嘅時候成日都出現
我都係上到大學先知，原來文法係要咁樣拆

最徹底就係由零開始，學咩係Subject/verb/object，
adverbial／auxilliary 呢啲Concept，但我想像普通人學應該會好吃力",[英文台] [秒回] 想問英文嘅入嚟
Speaking可以點改善到 唔洗諗就講到出黎？,[英文台] [秒回] 想問英文嘅入嚟
Hi sister can I court you?,[英文台] [秒回] 想問英文嘅入嚟
"而家程度去到邊？

去到咁流利嘅階段，
嗰個人已經係識得咩叫「用英文諗嘢」
即係佢完全掌握到用英文文法組成一個個單位，好似muscle memory咁。

注意唔係完整句子，
我地諗點講嘢嗰陣其實係一個點一個點咁彈出嚟，
然後講出口嘅時候中間畫條線連埋變成完整句子。

我諗好多人講英文嘅時候，
仍然係有一部份過程係諗中文再譯返做英文，
慢慢想natural嘅時候就要戒咗呢個習慣，
但講真點先做到我都唔知，好cliché咁講其實都係靠練。

之前喺其他post有分享過，我啲口語係細個自言自語練返嚟",[英文台] [秒回] 想問英文嘅入嚟
"大概由中二開始DSE syllabus嘅課程都冇乜點專心上堂

平時都係靠睇人地點講點寫 覺得睇落似啱咁講/寫

你當reported speech呀 tenses 呀 complex sentence果啲都唔太熟",[英文台] [秒回] 想問英文嘅入嚟
"好咁就就住你提起嗰幾樣講下

Reported speech 玩 tense嘅退化
人地用現在，你就用過去，
佢用過去，你就用past perfect
就係咁多

要記／通常考試考嘅位：
1) perfect tense 啲不規則conjugation
2) 時間字 (yesterday -> the day before 嗰啲)

3) 問題句變陳述句，
要調轉auxiliary次序／yes/no問題用if或者whether
例：
She asked, ""Why are you not working?""
She asked why I was not working.

She asked, ""Is your boss back?""
She asked if my boss was back

Complex sentence 意思係類似會用到which/that呢啲字嘅relative clause?",[英文台] [秒回] 想問英文嘅入嚟
This stuff is really good value for money?,[英文台] [秒回] 想問英文嘅入嚟
This stuff is really good value for money?,佛牌討論 （正牌）12
"我見呢到都開過d關於佛牌既post
但都有好多誤差，有沉迷陰法鬼靈
有無理智急病投醫俾人劏
我都係用家之一，知識唔算深，但會自己花時間睇書研究
接觸原因係，人生有好非自力可解決既問題，有時我地用盡力都差少少機會，機緣巧合接觸第一塊佛牌。之後發覺有改變，所以就去到今日
大家或者可以討論下
由於命理術數由古至今都屬於九流既偏門話題，所以就乾脆開係吹水台。大家當生活奇聞傾下，唔好當一門嚴謹科學

https://t.me/fateisanon9term",佛牌討論 （正牌）12
有冇師兄有戴過阿贊磨甩嘅七哈坤平？感覺如何￼，屬正定陰呢,佛牌討論 （正牌）12
轉載：天神（鬼王）神像開光暨龐師父住世弘揚佛法六十五週次歲法會擬定於2023年7月30日（星期日）在元朗觀佛寺舉行，歡迎廣眾們參加。有關法會詳情及安排細節，稍後透過觀佛寺網頁發報，敬請留意。,佛牌討論 （正牌）12
塊牌觀佛寺龍婆???個樣唔係幾似,佛牌討論 （正牌）12
唔似中帶有少少似,佛牌討論 （正牌）12
熱龍也 幾靚,佛牌討論 （正牌）12
"形像中龍婆個面比有肉地
第一眼望熟口熟面香港又未聽過有人帶觀佛寺龍婆自身,但值得收一塊",佛牌討論 （正牌）12
有冇人鍾意帶locket ￼,佛牌討論 （正牌）12
"係 可能哩個係後生啲嘅樣啩
我都打算收一兩塊嚟儲下",佛牌討論 （正牌）12
通常點先收到 當日參加法會？,佛牌討論 （正牌）12
"我諗係喇，或者睇下有冇師傅嘅徒弟放返出嚟比信眾供請

詳情都係等公佈",佛牌討論 （正牌）12
佢個直播根本就係喺度散緊啲倉底貨,佛牌討論 （正牌）12
問左了 法會完後可以供請,佛牌討論 （正牌）12
想要純銀,佛牌討論 （正牌）12
想知供金幾耐,佛牌討論 （正牌）12
"無講,有平有貴",佛牌討論 （正牌）12
有冇人戴2530大餅,佛牌討論 （正牌）12
咁多位師兄，唔好意思我想問下如果想放啲舊牌出去，唔知用咩途徑會好啲呢,佛牌討論 （正牌）12
正牌定陰牌 真牌定假牌 慈拍,佛牌討論 （正牌）12
有正有陰，真牌,佛牌討論 （正牌）12
啲陰牌係我朋友，我自己冇帶過,佛牌討論 （正牌）12
"旋轉 各大面書群 正路
Or
正牌可以考慮捐觀佛寺 師姐會幫你慈拍 收益歸觀佛寺作建廟之用",佛牌討論 （正牌）12
"旋轉 各大面書群 正路
Or
正牌可以考慮捐觀佛寺 師姐會幫你慈拍 收益歸觀佛寺作建廟之用",我想死，求無痛死法
"我唔鼓吹任何人自殺
我只係想自己一個靜靜地去死
唔好鬧我鼓勵其他人自殺
高抬貴手

我現實冇朋友
好孤獨
連登係我嘅圈子
我嘅生活
有冇人可以幫我",我想死，求無痛死法
去稅務局 佢地會幫你,我想死，求無痛死法
"Teens Online 天使在線
WhatsApp 熱線：(852) 9734-8185
https://wa.me/85297348185

eSm^_^iley – 一微^_^米網上青年支援隊
WhatsApp 熱線：(852) 6280-6281
https://wa.me/85262806281

賽馬會網上青年外展服務 香港明愛連線Teen地
WhatsApp 熱線：(852) 9377-3666
https://wa.me/85293773666

香港青年協會 – uTouch
WhatsApp 熱線：(852) 6277-8899
https://wa.me/85262778899

聖雅各福群會 | 6PM網上青年支援隊 | 香港
WhatsApp 熱線：(852) 5933-3711
https://wa.me/85259333711

香港輔導及心理學會
WhatsApp 熱線：(852) 6218-1084
https://wa.me/85262181084

https://hkspd.siuyeong.com/求助支援

等緊嘅時候可以睇下貓

https://twitter.com/hkwccpsa/status/1614206200782139392",我想死，求無痛死法
"試過
好多根本打唔通",我想死，求無痛死法
佢哋係 whatsapp 的,我想死，求無痛死法
我唔爭氣,我想死，求無痛死法
試下,我想死，求無痛死法
"點解想死 因為有愛滋？

食藥無乜事",我想死，求無痛死法
可以投入工作儲錢，去外國安樂死,我想死，求無痛死法
"幾錢？
我冇絕症
唔可以安樂死
愛滋唔係絕症
但係一世做唔返正常人",我想死，求無痛死法
"有冇諗過去旅行散心？
睇下個世界有幾靚先再去死啦
7月30去郊外睇下流星都唔錯架",我想死，求無痛死法
"其實冇講真

除非你有錢安樂死
所以不如努力賺錢先好冇？",我想死，求無痛死法
"唔止
冇錢
冇朋友
孤獨
社會歧視
社會氣氛好差
個個都就快變白卡",我想死，求無痛死法
返工做社畜就係一種絕症,我想死，求無痛死法
"白卡先快樂

單身無乜錢都易過 搵份勞力工 勞力時間換錢

朋友無都唔緊要 有錢可以叫雞 你仲有連登


你已經窮 其他社會野已經唔太關你事",我想死，求無痛死法
"唔知點形容
我相信你係出於好心
不過我覺得同下面兩個例子冇咩分別

誠哥：
基層好慘？
不如努力賺錢做上流人好冇？


社工：
你唔開心？
不如你研究下自己咩事唔開心，再解決佢，咁咪會開心囉",我想死，求無痛死法
"根據專家研究，就算使用重度麻醉藥
當人進入死亡時身體本來能作出激烈反抗及產生極大痛苦。
所以靜靜地死去基本上不可能",我想死，求無痛死法
咁申請安樂死會批？,我想死，求無痛死法
Titanic？,我想死，求無痛死法
"上連登上足六十年而死

生愛滋生足六十年慢慢死

反鏡反到佢收皮悶死",我想死，求無痛死法
"你估我想窮咩？

有公屋係人生贏家，你真係信？
有得住半山私樓
邊個想住公屋



醜女肥婆唔需要煩惱溝仔
咁係咪好開心啊",我想死，求無痛死法
"你估我想窮咩？

有公屋係人生贏家，你真係信？
有得住半山私樓
邊個想住公屋



醜女肥婆唔需要煩惱溝仔
咁係咪好開心啊",有神所以有宗教 定係有宗教先有神
"假設呢個世界上真係有神/創世主嘅存在
理應有人見到神所創下嘅神蹟 覺得好撚勁 令到有人建立宗教
但係同一個宗教 唔同人 唔同時代 對同一件議題嘅立場都好唔同 但係全部都會話係根據神嘅旨意而行 例如LGBTQ權益咁
而我地對「神」嘅認知又會基於文化、宗教嘅差別而有所不同

所以究竟係有神先有我地所認知嘅宗教 定係有宗教嘅建立先有我地所認知嘅神？

有無讀哲學 神學嘅ching可以解答下

利申：非耶撚，純粹睇完漫畫有感而發",有神所以有宗教 定係有宗教先有神
"應該係有神先有宗教
天主教基督教都係指同一個神
只係宗教自己有唔同既規範?教導?等",有神所以有宗教 定係有宗教先有神
有神棍先有宗教,有神所以有宗教 定係有宗教先有神
俾你答咗先添,有神所以有宗教 定係有宗教先有神
"你「假設呢個世界上真係有神/創世主嘅存在」
又將「神」等同「創世主」
而有「創世主」先有「世」
有「世」先有「我地」
有「我地」先有「我地所認知嘅宗教」

所以根據你嘅假設係「有神先有我地所認知嘅宗教」

但我唔排除「有宗教嘅建立先有我地所認知嘅神」
兩句嘢無衝突
我都唔知「神/創世主」同「我地所認知嘅神」係咪一樣",有神所以有宗教 定係有宗教先有神
古代乜撚都唔識咪作個神出黎,有神所以有宗教 定係有宗教先有神
"認真答你
神係人類幻想出嚟
宗教係人類創造出嚟
你首先假設神真係存在
再問番現實點解有唔同宗教&教義
咁你嘅假設同現實咪有矛盾
神係用嚟團結教徒
係一個白色嘅謊言
不過宗教係幫助咗好多人",有神所以有宗教 定係有宗教先有神
"宗教定義係咩 要有神先叫宗教
定係堅定相信一個理念可以叫宗教
前者咁要有神先 後者咁有宗教先",有神所以有宗教 定係有宗教先有神
"Ching你講嘅嘢我都好同意
我就係點諗都覺得宗教所講嘅嘢同現實有好大衝突 同埋宗教一直以來都被當權者用作洗腦工具
先抗拒宗教嘅存在
不過撇除宗教因素 我認為依家無任何方法可以證實或者推翻一個神/創世主嘅存在
所以「神」存唔存在 唔係一個科學可以探討嘅問題 只係個人preference/belief 問題",有神所以有宗教 定係有宗教先有神
"我假定左神同創世主係同一個人 係因為普遍對神嘅認知都係 「掌管/創造」某樣「概念/自然現象」嘅個體
當然可以有好多個神 但係我認為唔會影響呢個post嘅討論

神/創世主 同我地認知嘅神 我認為係必然唔一樣
因為人類無辦法直接觀察到「神/創世主」嘅存在 只可以憑藉「神」留低嘅神蹟去想像神嘅存在

就結果而言 世界各地所想像嘅神都唔一樣 印證左宗教所定義嘅神絕對無可能係真正嘅「神」",有神所以有宗教 定係有宗教先有神
"好有趣既問題。當然係有神先有宗教。

原因一：宗教感係人類共通。
一個人搵神拜你講得通，一個人叫人拜神而大家又跟就唔係咁易既事，唔係全部神明都同死後會點有關，所以唔可以話驚死所以搵神信就有宗教。反而咩野都有人當神咁拜，連座山跌舊大石落黎都會比人裝香。所以如果唔係神造人果時將宗教感比左人（令到人可以恰當咁同佢溝通），係解釋唔到宗教點黎。

原因二：呢個世界有神蹟。
超自然既力量，唔係寫一套教義出黎就有。由宗教講出黎既神，停留係理念上面，當然你可以因為相信既教義調整你做事既決定，但係無論一套幾好既道理，你都未必有能力跟住做。相反，人唔認識神果時，神用佢既能力比人知道佢係度，歷世歷代去到今日都有神蹟，我地就可以知道神係度。尤其係當你認真研究歷史入面既耶穌，你就會睇到反對佢既人都記載佢既超自然能力。

原因三：個世界好靚。
神整個世界整得靚，我地就見到。靚既野唔係隨機，熱力學第二定律話你知，如果你由個世界自己運行，就只有越黎越亂，咁係會變一pat 野。

至於你所講LGBTQ權益等等問題，其實神冇明確講要點，神講左佢唔中意同性性行為（唔係講權益），又講左人要彼此相愛（咁就包括埋LGBTQ），雖然冇講死要點做，其實神緊張既唔係你同一件事既睇法，而係你點做人，同埋你當佢有冇到。",有神所以有宗教 定係有宗教先有神
"宗教係一種人類解釋世界嘅方式，人類共有嘅宗教感係唔存在。只不過人都只去嘗試解釋世界，所以全世界都有宗教。

神蹟唔存在。唔存在有更高智慧去行使神力。
你講嘅歷史係聖經，比三國演義都小說嘅小說。

你講第二定律仲好笑。事實上個世界就係越來越亂，地球嘅各種系統都不斷為entropy貢獻。

神冇講過任何嘢，因為人格神根本唔存在。

人格神不過係羅素的茶壺；
或者一隻飛天意粉怪獸。",有神所以有宗教 定係有宗教先有神
"關於宗教感，建議睇下人類學，有人就有宗教。

關於歷史，我唔係講緊聖經。猶太歷史學家寫既你當唔當係歷史？羅馬史官寫既你當唔當係歷史？

既然世界越黎越亂，仲有秩序，即係之前比而家更有秩序。邊個比秩序？邊個決定自然定律？

你聽唔聽，同有冇聲，其實係兩件事。",有神所以有宗教 定係有宗教先有神
