参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
走堂,😲,可以,🐿,想知暑sem可唔可以走堂？😂,,,,,1,2,,,
BUS2201大家考成點？,🌷,費時太早走睇住份卷呆坐個半鐘,🌷,Mc 亂撞 lq 就空晒咁交,,,,,1,8,,,
有冇人讀過CL A 9013￼🙏🏻,😍,讀過 嗰陣都靚grade,👾,讀過 小伏,😫,同問,1,4,,,,,
有冇人想一起投訴陳春苗,😃,等派龜😂,😃,Fuck 我讀完先見到呢個post,,,,,1,10,,,
Retake exam,🍏,含了,🍫,下sem🤡,😌,冇,1,4,,,,,
放Hall物品,🐉,已pm! 謝謝同學查詢~,🐤,我是Hall D 的Wantmore Info~！Tg：Ellwlq4990,🐉,幫推~~希望大家放出嘅物品有同學接收！！🫶🏼🫶🏼假如最後仍然有剩餘物品未能放出，不妨考慮畀最近新宿搞嘅二手物品中轉站，畀之後入宿嘅同學帶走，就唔洗怕嘥啦~IG: https://instagram.com/such_awaste,1,17,,,,,
富泰宵今晚有冇車仔麵,😄,今晚有冇,🍬,同問 我都唔見🥲,🎅,有咩？車仔喎？,1,5,,,,,
考試補考,🌱,補考係咪通常group 埋啲人一次過在課室考？,🐢,我之前global係同一份卷,😃,我apply過幾次補考exam 有醫生紙係咪都比補😂,2,10,,,,,
BUS 1102 賽後檢討,🐆,神！○|￣|_,⛑,CLS 數學天才,😏,上年拎A,1,15,,,,,
放補習,牙靜,Pm,👳,Pm,,,,,1,8,,,
有冇人可以比我抄聽日個Fin2201🥲,🌹,Yeah 有兩part可以撞😂,🦃,係，同一format,🌹,佢係米同midterm一樣咁考？🤔🙇🏻‍♂️,1,15,,,,,
🌝,🐒,感謝，啱啱先知,👸,b+,👸,有,1,9,,,想知LUE1002 cut off,,
收雪櫃,🀄,pm,🍄,放雪櫃,,,,,2,2,,,
音韻學死亡區,😦,下 淨左30分鐘係度check卷wo 每題都唔洗寫好多嘢㗎wo,我都唔知arrrr,唔夠時間做…,🐄,真 唔識就照抄筆記,2,6,,,,,
招2女調去hall F,🙉,Ok,🍦,Hi pm,,,,,1,2,,,
想請問￼暑Sem Hall係咪有得公調?,🙄,g,🌯,冇,,,,,1,2,,,
ilp 分,🙍,呢個？,🙍,📷,聲大夾惡,啱睇咗好似有啲野玩,1,7,,,,,
招 GH 調hall F 薄酬￼,🍙,2女 薄酬500可議,,,,,,,,,,1,1
我想搵暑sem HE 506 AB,💃,Please dm🥺,,,,,,,,,,1,1
完sem 未？,🍊,聽日先完,🐌,完SEM啦！！！,🐌,WOOOOOOOOOOW,1,6,,,,,
fin2201,🐎,hello 想知考咩！,🎃,ok thx,🙍,問左,1,13,,,,,
就grad嘅不如一齊傾下4年嚟有咩得着,🍅,same 讀完4年1個fd都冇🥲,👰,我哋學校幾多靚仔，屌又長又好含。ling u 好多地方可以做愛，幫外國professor 含過一次,,,,,1,8,,,
CHI 3206,🍮,得,🍮,應該拎嚟做例子 等一條題目 應該出等好大範圍,🐪,即係open book?,1,16,,,,,
有冇人讀chi4321詩選,🍄,比唔比帶材料考,,,,,,,,,,1,1
Lue 3003 好唔好？,🍊,好😭,月月生輝,+1,💩,我都想知,3,25,,,,,
放lue3003書,😮,放lue 3003 $100有意pm,,,,,,,,,,1,1
Gov2101,🍙,Yes,🙃,做唔做得晒？,,,,,1,2,,,
☺️,👧,有意,🤔,Push,🤔,有無year 1/2 需要啊？,1,3,,,放translation 字典,,
Trans 平放字典,🍭,每年見啲Year 1/2都為咗買字典淨係for 考試用，好浪費,,,,,,,,,,1,1
TRA 2104 考咩,burh,四篇文揀兩篇譯其中一份係hw,,,,,,,,,,1,1
想問下學校夜晚邊度可以print嘢？,🍪,拉把有，啱啱去咗,😵,求救，有冇printer用到,😵,Up,1,4,,,,,
SOC 3212 HK society,👻,裸考,😀,大家溫哂書未？,,,,,1,2,,,
放細雪櫃,🐋,pmed,😗,Pm,,,,,1,2,,,
放細雪櫃,🙆,Dm,😍,$350,🙆,How much?,1,3,,,,,
BUS科 total唔夠50% 係唔係會F 定點計,🌰,BUS科通常40% pass,⛄️,50%點會F 同埋都睇科拉curve,🍾,正正常常都放水俾你c range,1,10,,,,,
CLE9012 final難過midterm咁多,🐯,聽日考,🎉,想問下呢科既評價點樣?,🎍,唔緊要啦，我上個sem做唔曬都有B,3,5,,,,,
有冇人知Gov 2101 考邊🙏🏻,🐊,🙂溫成點大家？,🍣,我🫡,🕴,一定有既 我😵‍💫😵‍💫,1,5,,,,,
"$100放 大量password test notes,試題",😁,因為出面好難搵到相關試題，呢到有大部分試題&分析！Ps password test 7分,😁,"$100放 大量password test notes,試題,範文,試題絕對會重考！有意telegram:kkezaed",,,,,1,2,,,
☺️,😠,同放書$100,螢螢鯨,有意PM 100蚊,,,,,1,2,放LCC2010 書 9成新,,
CHI 3206考咩,👴,Open book 都唔知攞咩入去考,👴,Notes 都係文本🤣🤣🤣,😖,但應該唔關lec note 4事,2,12,,,,,
Chi3232越溫越唔對路,🐞,但可以做定佢講嘅個啲文本嘅分析先掛我估 我睇完啲lec 無方向,😶,出曬事,🐞,佢好似會出一篇係課外嘅文本再分析 要死要死了,1,5,,,,,
SOC3001 好難 完全唔識 點搞,🌿,😢😢,🐫,睇完ppt都唔明…點算,🌱,真係 想quit,6,4,,,,,
有冇tra人想要字典？免費,🍦,平賣,🍦,Anyone interested?,🐼,Me🙏🏻🙏🏻,1,8,,,,,
CLB9099 / CLE9012一問,🦃,有無讀CLE9012？,🌿,Special topic in CLB cluster / Fin impact in social呢2科都想讀 但撞哂時間 只可以讀一科 想問下有冇讀過既師兄姐講下讀後感受 🙏🙏,,,,,1,2,,,
溫書溫到好攰…唔想溫啦,🌰,一日兩科 0動力溫…,plastic2,有啲科唔open book都唔知搞乜撚，,🍳,有冇得建議學校整😭,1,28,,,,,
dlkm 連考四日中間仲要交份term paper,🌛,Ching小心身體，驚你猝死,憤怒的鮑魚,人都癲🥲,😍,加油 Ching,1,7,,,,,
CLA9005 cheat sheet,🌰,唔該晒🙏,🐢,Ofc,🌰,幾密都可以？,1,6,,,,,
Password test,😆,寫Fulfill 就得,🐒,一次可以,🍝,想問下year 3 entry 係唔係做一次Password test就得？我見佢個status寫 fulfilled/exempted，但係佢個website 又話要做兩次😢😢,1,3,,,,,
HRM3201 final考邊？,😴,Push,😴,Same ask 🥲,🐦,最後嗰堂病左冇返….,1,3,,,,,
Tra ivan 點？,🐊,OK的,☠,Ivan so nice,🐎,好人,2,3,,,,,
☠,😄,past paper都無答案點溫,🍊,下個Sem努力啲,,,,,2,2,FIN3355聽日quiz點算,,
mkt3301 emkt final,🐢,有都唔識la我知concept 但係都唔識個題型,🤑,剩係記得p value大過0.05係no effect🥲,🐲,我有M1底琴晚專登上網睇番d formula既tutorial先識做 好在final得3成,1,15,,,,,
放韓國牌子空氣炸鍋,🐣,Pm想知咩brand,🌚,7成新放$250學校交收,,,,,1,2,,,
有冇讀CLB9016嘅同學,🎂,上堂有冇講過考試會考啲咩?,,,,,,,,,,1,1
入學校運動場係咪唔駛登記個啲,Xenophon,帶埋學生證,🎅,有陣時朝早夜晚想落去跑下步😹係咪就咁入去就得,,,,,1,2,,,
Grad相關,🎈,Thanks,🎈,🤦🏻‍♂️,😔,淨係肯講你8月31號end term,1,9,,,,,
ELGR,😊,Year5再趕,🕴,Pw test輕鬆6.5,🐯,未，好煩，唯有趕8月個deadline,1,4,,,,,
有冇讀CHI3233訓詁學嘅同學,☠,佢講過話唔會出😅,🍇,即場譯死俾佢睇,🍇,好彩無岀譯文,1,20,,,,,
🍆,😄,考完先見到佢開考前一個鐘upload考試tips🤣🤣🤣多謝你呀joseph,,,,,,,,,4310 final😂😂😂,1,1
富泰今晚有冇燒🥺,🍐,冇燒 之前意樂就有燒,🍛,晚晚都有架啦,,,,,1,2,,,
CHI3209 臺灣文學,😣,溫曬啦 多謝大家,🙋,溫曬囉,🍰,同學好大壓力😂,3,5,,,,,
有冇人知CLA9019 exam format係點？,😗,有冇past paper?🙏🏻,,,,,,,,,,1,1
求Bus2211 OM mc past paper,😐,無派過 貼錢都唔會有😂,💣,＄200薄酬,,,,,1,2,,,
我嶺社科其實點,😂,True,🌯,所以大家唔使諗得咁灰，亦都唔好咁大諗頭。俾心機讀啦,🌯,只要喺非三大裏面做到最top已經當贏咗,3,35,,,,,
Scholarship,🌮,no,🦀,上個月已經收到,🎈,想問下你地收到啲scholarship未？,1,3,,,,,
有無人過左deadline交唔到野上Moodle？,🌬,cap個靚圖比佢,🐏,Send左 然後佢話個box無事 叫我再交 但明明就已經交唔到🫠,🌬,email比prof,1,4,,,,,
clb9001,🐚,咁可能我聽漏咗🥲thx!,🐭,有啊,🐚,上堂好似都冇教過喑香？,2,9,,,,,
下個sem招女仔rm,thinktwice,女仔Hall G/H求一樣安靜，愛乾淨，早睡早起女仔麻煩12點之前訓覺，有同理心please😇😇😇麻煩走食煙飲酒party lover我only想係Hall 休息。返學已經非常疲倦🫠🫠yo唔起🙃有志同道合噶女仔麻煩pm，唔該曬🌞！！！,thinktwice,push,thinktwice,push,3,159,,,,,
Ielts,😿,好嘅 唔該曬🙏🏻🙏🏻🙏🏻,🐼,另外依家claim得大概1400；）,🐼,唔會另外問，所以你要update 好校網個default bank acc,1,11,,,,,
點樣申請補考？,👩,Email professor,,,,,,,,,,1,1
有無人有合租/搬出黎住既經驗share thx,🎍,夾租樓一律建議村屋,🐤,例如邊到搵盤/邊區好/租金/有咩注意咁 thxxxx,,,,,1,2,,,
今晚富泰宵有無開？,🐖,有,🙄,🥹,,,,,1,2,,,
SEM1 UK exchange+go London,👻,，,👻,Push,👻,會去德國 維也納嗎,1,9,,,,,
CLE9032 report,🍡,真係完全唔知做乜,😈,同問,🍡,完全唔知點做 有冇人可以講吓🙇‍♂️,2,3,,,,,
Summer Intern區,👺,仲有建議大家可以留意下外資chamber 網頁佢哋都會有自己job market page 例如French chamber 依家都有五六個intern openings,☠,Thx,,,,,32,79,,,
bba year3 無intern圍爐,🐐,其實做乜嘢完全唔重要 你拎個title姐，入國際知名大公司坐兩個月都好過入細公司落手做呀聰明😉,👵,唔洗太擔心 intern本身就係用黎學嘢,,,,,1,21,,,
Chi3219 小說科CTLE未過50%！！,🍘,麻煩大家未做嘅去填一填 想要早grade🥺🥺🙏🏻🙏🏻,,,,,,,,,,1,2
埃及佬比人炒咁大件事冇人講？,😛,可唔可以推返之前啲帖出泥,😣,成日都一、兩個人話埃及佬無問題，不停問人佢有咩問題😓,,,,,2,31,,,
埃及撚，我使你成為你的孤單,劉二琴,有名你叫shitty,👱,半斤八両,,,,,1,23,,,
唐文大戰埃及佬,🐳,Push,🐳,Push,,,,,1,7,,,
8011完全唔知講咩 點部署final,😒,Different paper,😒,Each professor is different,🍜,有冇人知範圍係邊度？全部ppt定mid-term後嘅？,1,6,,,,,
有冇人新宿調情侶房？,🙁,Push,🙁,Push,🙁,急,1,3,,,,,
放電磁爐‼️,🐠,Yes pm !,🐁,仲係唔係到？,🐠,$230 十分新淨,1,10,,,,,
Bus 4301,Kitty37,就咁rush loop ppt得唔得？,😀,點溫！,👹,溫一日都有7成,1,7,,,,,
Anyone go to Thailand Mahidol,👱,Can,😾,開個group,Wakandada,Hiiii,2,15,,,,,
CLB9001,🐰,"想睇複習方向,之前讀唔係呢d",😹,應該就係,🐣,想問係咪淨係跟複習方向溫就得？🙏🏻任氏傳同埋莊子唔考？,1,3,,,,,
尋rm,🐒,你pm我？,🐒,我pm唔到😢,🐒,Pm,1,8,,,,,
ENG2102 CTLE,🐘,48.78% la !!,,,,,,,,,,1,1
Act 2201,🍵,Email咪寫咗,🙋,係咪考ch.18、20-24，唔考ch.19？,,,,,1,2,,,
點解要簡有莊既呵,😫,咁你可以唔揀 唔駛踩,🐧,冇覺得識到friend因為佢哋會同自己人friend有小圈子了,🐧,我覺得會嘈啲啲人敲門煩啲,1,4,,,,,
LUE 4001 Angel 比分點,🙎,頂唔住,☺️,Push,⛄️,PUSH,1,3,,,,,
TRA3227 CTLE 46.43%!!!,😺,同學亂答寫少少啦,😺,ARHHH,🤖,48.21%!!!!!!,1,5,,,,,
CHI3239 書面報告未可以交？,👴,不過due date改咗3號咩😂,👴,Moodle開咗turnitin啦,🍗,戲曲？ 同問🙇🏻‍♀️,1,3,,,,,
所謂教授唔係想啲學生好 而係驚啲學生好過佢,😜,你勁得過佢就到你做教授唔使係到廢噏喇,🐣,你又唔會replace 到佢,🐣,諗多左了佢驚你條毛咩,1,8,,,,,
23-24 招Hall D女rm,🕴,Pushhhhh,🍖,hi pm,🕴,"嚟緊year 3, Sem 2 exchange夜瞓 有小動物唔介意嘅話pm我🥹",3,,,,,,
依家Password test 難吾難考,🍐,唔問得?,牛頭馬面,感謝你 我會盡力架啦🙇🏽🙇🏽,🌾,係咪考試壓力大啊😀,1,13,,,,,
想學鋼琴的同學🌞,😪,，,😪,你本身住邊區紅色線方便嗎我教5月至8月；）,🌲,🤕🤕,1,21,,,,,
收雪櫃 pm詳情🫶🏻🫶🏻🩵,🍚,非樓主放二手豐澤44L細雪櫃 $400嶺南大學自取的話可少議,🍺,非樓主五月交收放雪櫃   中細size  四隻手位咁高  只擺過水果同飲品  Tg plWjckru,🍀,Pmpm,1,7,,,,,
有無人放MM BUS 2205 書,😍,No need to use,😎,如題🤓,,,,,1,2,,,
🌼,🍾,Push again!!!!!!!!!,🍾,Hi!!!,👺,我啲習慣都係咁 我都有植物起房🤣🤣,1,6,,,搵Hall D女rm,,
放補習,🌾,pm?,💩,Detail?,,,,,1,2,,,
房協派Offer ￼🫣,🐣,🗿,🌵,🙃,,,,,1,2,,,
放lue3004書,😩,pm自出價,,,,,,,,,,1,2
冇心機温final,🐩,感謝好心人♥️,🤖,加油加油加油阿,🐩,"明明想温,但又冇乜心機",1,3,,,,,
Grad想放細雪櫃,😠,Send 邀請俾你,🙍,有興,😠,$150  運作正常平時都淨係用嚟雪下嘢飲,1,3,,,,,
Trans FYP 交左未？,🦁,執format 執到死,,,,,,,,,,1,1
Sem 尾發洩區,😏,Si,😙,唉前排Covid宜家D Makeup Quiz Test好煩,😙,努力啊,1,21,,,,,
後續,👻,📷,,,,,,,,,,1,2
搵暑sem rm,天水圍林宥嘉,Pm,性本愛丘山,你地reg到幾時,生活需要一點甜,女想揾rm,1,12,,,,,
暑sem 夾情侶房,🤖,Pm,👽,pm,🍖,究竟幾時先有得reg,1,4,,,,,
暑sem 情侶房,🌿,Pm,😈,push,😈,我pm唔到 你可唔可以pm我,2,5,,,,,
暑sem情侶房,🍇,Pm,🗿,pm,🍇,Pm,1,19,,,,,
🌞,🌲,up,😙,+1,🌲,有冇人知份research report有冇限字數Thank you🙇🏻,1,3,,,CLD9025 research report,,
LingU個wifi係咪食咗屎嚟？,😒,係富泰收得好過係hall,🍢,呢一年好過以前啦,🍢,天氣影響,1,14,,,,,
推薦買咩電腦！💾,😈,Macbook Pro 16 8TB,,,,,,,,,,1,1
Intro Soc final 求助,🐞,冇上堂，想問有冇話Final會點考？,🍏,加油,🍏,應該唔難 我當年遲交兩日都B+,1,4,,,,,
求 BUS 2105 Vincent source,🙎,Push,🙎,Push,🙎,有冇好心人可以share比我..🙏🏿🙏🏿我係clement教睇PPT睇到想死…,1,3,,,,,
🀄,螢螢鯨,我發現我唔識pm😂,螢螢鯨,Can ar,,,,,1,8,徵求23/24雀友roommate,,
PW test,🌵,自己搵,😼,前2日考左password testComputer based有冇人知大概幾耐到出Result同埋會喺邊度睇到,,,,,1,2,,,
醫管局個finance internship 好唔好做？,😌,有無人今年報咗有offer,👼,Ok😂,🍾,不如我開個新post你再pm我,4,25,,,,,
點整情侶房？🙏🏻,😰,我豪d出夠50 想要兩個,😎,好抵,🦄,要加$20,1,8,,,,,
想搵男roommate,👱,pm,🐥,本身咩hall,🍸,上個roommate 今年畢業 想搵人一齊夾房，平時大概2:00-3:00 訓，份人都比較摺，唔算好social 希望係local 正正常常 夾到 同 互相尊重就得😆有意pm,2,3,,,,,
暑sem 情侶房 住到8月頭,👽,Pm,👽,Pm,😗,Pm,1,7,,,,,
放青衣k3補習,😏,pm,🙆,Pm 想了解,🍹,如題應該可以收$120-150家長要求有補習經驗有意pm,1,3,,,,,
有冇人喺學校執到黑色卡￼套？,🐼,入面有幾張卡 八達通同學生證🙏🏻有酬,,,,,,,,,,1,1
$150 賤賣細雪櫃,🍲,非樓主五月交收放雪櫃   中細size  四隻手位咁高  只擺過水果同飲品  Tg plWjckru,🙏,Pm,🌬,pm,1,4,,,,,
FIN 2201 HK m & fin system,🐦,ABS 個part又係上堂個陣有提過，但係ppt 無點講,🐦,debt overhang 個part 我已經唔識做，佢話淨係考ppt嘅嘢，我都唔覺ppt有呢part,🙁,笑左,2,20,,,,,
Password test,😘,20號都最後一日,kakaha,$300 收pw test part b位 pm,🤕,試過password第一次6，第二次先6.5,2,6,,,,,
尋筆袋,🌶,好！thxx,🦄,Push 記得去埋黃氏問問,🌶,個筆袋係咁樣的🙇🏻‍♀️🙇🏻‍♀️,1,5,,,,,
暑Sem Yr4情侶房,🐦,pm?,🐞,pm,🐦,pm,2,4,,,,,
Exchange offer去邊?,🤕,Pm?,🍁,push push Spain,🍟,有🙋‍♂️,5,133,,,,,
完sem,🐵,未,,,,,,,,,,1,1
23/24 hall b情侶房🙏🙏有冇人想一齊調🙏,jy一女換宿搵舍友,sorry,11113342,唔係🙏,jy一女換宿搵舍友,nds？,1,3,,,,,
￼徵￼23/24 情侶房🙏🏻JY/WHC,jy一女換宿搵舍友,jy/hc有無nds意向情侶房（只是nds方便交流，無惡意🙏）,🐀,"下年情侶房,WHC /JY 🙏🏻",,,,,1,2,,,
啱啱個Political Institution ilp,beeline264,會email send,🐌,Pushh,🐌,突然間就完咗想問有冇evaluation form🥹🥹,1,3,,,,,
🌞,🐌,講25莊果個？,🍒,Hall c szeham,😟,真,1,8,,,中文系靚仔女？,,
Eng2102 test,🌻,弱智勁難,,,,,,,,,,1,1
FIN2300 Group project,🍍,有冇人未有組？,,,,,,,,,,1,1
"黑心假（西人 Angel, Ryan, 中國人Li Fei)",🐹,同問,😏,唔明Ryan有咩差,🍠,想知Ryan點解差,1,7,,,,,
Award Presentation Ceremony,🍠,same啊,💃,點解我未有,😹,啱啱收到,1,9,,,,,
summer sem情侶房,🎅,pm,🍖,push,,,,,1,2,,,
救救JRP 幫手填份簡單問卷😘,🎃,超級感謝🫶🏻🫶🏻,😃,Done,😫,finished,2,4,,,,,
Lsip nom咗interview 幾時知結果？,😹,睇間公司,,,,,,,,,,1,1
Present拍手風氣,🐎,？,🐎,點都拍都有錯,😀,😂😂😂😂笑死 咁都好討論,1,9,,,,,
☺️,🐳,Pm!,😸,你去邊架,😸,Halo halo,1,6,,,2023 sem1韓國exchange,,
入唔到moodle 🥲🥲🥲🥲,🌹,冇事啦🥹,🍉,"有冇人知幾時入到=,=",🍉,顯示bad request 係咩料,1,15,,,,,
暑sem有冇得揀想要邊幢hall,🍞,女？,👩,好似冇 btw搵rm,,,,,1,2,,,
幫幫手填份簡單問卷🙏🏻🙏🏻🥹,🐔,Thank you!!,🍪,Done add oil,🐔,感激不盡🙇🏻‍♀️🙇🏻‍♀️,1,4,,,,,
$150放LUE3004書,🍑,學校交收,,,,,,,,,,1,1
好憎情侶房,🌲,女仔梗係會翻女層啦 男就難講😒,🐁,正路,,,,,6,53,,,
Bus2107 mt grade,🦂,Easy,🦂,96,🎉,97,1,9,,,,,
LSIP shortlist咗係咪點都會有offer?,🙎,搵過第二到,🤔,想問到時如果interview 衰咗仲有冇其他option,🐋,到而家都未有interview通知🥲,1,4,,,,,
暑sem一問,👱,有roommate呀,🐶,會唔會一個人一間房？定係好似平時咁有roommate㗎？,,,,,1,2,,,
LUE4001 A3 & A4,🙊,CEAL垃圾,🍘,吓愈整愈麻煩嘅，上年讀都冇咁柒,🐽,🪖Only for reference 唔知sem2係咪一樣,1,9,,,,,
summer情侶房有無,🍻,.,😌,pm,🍻,pm,1,7,,,,,
求下各位幫幫手做個research survey🥲🥲,🐤,i love u guys🥲,🐤,thxxxxx,🙌,Done Addoil：）,1,9,,,,,
大家有無細佬妹或師弟妹想私補中文？,👩,我讀緊中文系，dse中文科lv5（寫作卷5*），擅長教作文技巧，有三年私補同補習社嘅經驗。唔遲到，有耐心，唔識可以慢慢講到明。只補中學中文，限屯門元朗天水圍區內補，唔zoom🙏🏻🙏🏻時間、薪酬再議。歡迎pm。,,,,,,,,,,1,1
