参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
邊度睇醫生攞假紙最平,🐡,ha,,,,,,,,,,1,1
"TG吹水群,內有link",😖,Pish,😖,Puff,🐑,Push,2,4,,,,,
Nursing year 2autum要讀4個crouse,🍖,唔好亂嗌啦，人地有錢都住公立，隨時搵律師告你,🍖,護士就係要俾人屌架啦，下邊未爛就想做上司？,🍖,講你幾句就頂唔順啦，點做護士啊,2,46,,,,,
Mbti 有NTJ三個字既人都係衰,🐸,NTR,🍏,樓主一定係sfp,🎂,Me isfp😂,1,5,,,,,
疫情再升溫出placement 好危險,🐑,日常生活可以避免去人群聚集地方，但係除非你選擇放棄呢份工，如果唔係一定要出placement ，我情願希望一家人健康等疫情平穩啲再去發展事業,👸,其實個世界都要正常運作嘅😂都打哂針 冇得再驚啦😂,🍱,所以話睇人 有人覺得中都唔緊要最緊要準時畢業 有人屋企有高危人群咁真係會擔心既,8,9,,,,,
HKMU適用加拿大Pathway移民政策嗎？,😪,可以,😳,今年入學，Pathway2026都仲可以申請，去讀個Master，計畫畢業即移民,,,,,1,11,,,
B234CF 好唔好讀,👹,好讀在於無exam 但攞高分唔洗諗,🐱,nope,🍭,冇exam?,1,8,,,,,
內地男護士人質被女護士開槍拯救,😒,https://youtu.be/G6keS6bPD7M,,,,,,,,,,1,1
GenB288CF創業特訓班,👸,1個,🐻,你今個sem要讀幾多個gen？,👸,Sad 我01,1,7,,,,,
🤔,🌷,其實最好就俾個啲確診人士同要強檢隔離做成績prediction ，用ocas 去評,😤,?,☠,resit多，無聽過可以安排網上考，求神拜佛吾好確診，或者遇上圍封,1,4,,,確診左係咪可以轉網上考試？定係要resit考？,,
好怕reg唔到科,🍭,一科都未reg我都未驚,🌷,tc,😣,ching讀咩？,1,4,,,,,
Gen A211CF 轉T,Popcorngo,Gen A211CF 有冇人想轉T 🥹 同個frd 一個 01 一個 02 分開咗,,,,,,,,,,2,1
🍑,😵,Close book,😂,Exam係open book定close book,🍖,唔伏、易讀、有group project、易PASS不過要拎A就唔係咁易，我覺得OCAS+Exam overall要85先有 (同學77得B+),3,4,,,GEN S201F,,
soci a220同pols a221邊科好讀d,🐧,係,🌷,thanks 🥰Walter係LEE WAN FAI 嗎,🐧,PolsA221 Walter 靚gradeSociA220 wai leung killer,1,4,,,,,
Gen A117F professor,🍹,Same,🍸,Sameeee心郁郁但唔知有冇考試,😔,留名相知有冇asm gp,2,12,,,,,
🌽,🌬,📷,🌬,其實face to face嘅話percy問嘢算直有背書就得不過要比example，同埋啲note又好多page，我自己會將每個topic 嘅內容精簡做幾版word嚟溫會好舒服，利申 322 A-,,,,,8,19,Puad 323f mt 好多野背阿...,,
211個lecturer係咪好衰？,🍎,Ching想問下有冇source/你果年既sample? 要resit溫左成個月都唔識咁,🍀,考試唔識都合格,🍀,好好喔,1,4,,,,,
想問下221 irene law有無俾到考試tips？,🍋,有冇人有211source?,😦,冇,😯,今年有比？,1,4,,,,,
Nursing year 2,🌬,用成績排你都講得出,🍘,有部分人,都大小薯,已經出咗cp 名單？,2,11,,,,,
GEN A213F,🍡,捉到一個弱智仔,🙆,當中計埋必修科同英文科,🙆,"大部份programme 1字頭最多只可以佔40個學分, 多左會畢唔到業",4,6,,,,,
211 resit,👷,有冇人有source 求,💩,亂吹都得,hidejor,我見佢好多問問題同做physical exam (IPPA)要背,1,9,,,,,
GEN S237F 終極集氣區,🐰,集氣！！,🐢,祝大家考試順利!,,,,,1,2,,,
EDUE387C 幼兒教育議題,😇,+2,🦁,想知+1,😝,有有人讀過可以簡單講下呢科係讀啲咩🙏🏻,2,3,,,,,
好奇問 有無人有聽開方皓玟🧐,😦,係 但依家已經分開咗,😦,有 好鍾意小明,🍙,冇記錯係咪同咗個日本人一齊,12,15,,,,,
211  一半tutorial冇上,hidejor,可唔可以講下例子😢🙌🏻,🍂,211唔係照抄題目就得咩,😀,你有冇佢比既tips?,4,11,,,,,
GEN S237F 集氣區,🍆,祝各位順利pass!,,,,,,,,,,1,1
想問下通常nursing timetable 幾時先會出？,😟,好正常,🌴,吓 認真咩 師姐今年year5 la喎,😈,今年9月5號就開sem,2,31,,,,,
出價買過往N314 卷,🐥,多撚謝曬d 讀書撚投訴俾tips,沉默米羔羊,買314卷,,,,,2,2,,,
有冇讀電腦ge同學,😸,📷,🤕,Pm,😸,想識下同學仔,1,3,,,,,
請問今年幾時有mu電腦展優惠,👲,而家已經有啦,🍌,去Apple store 出示學生證買就有,🤖,用教育優惠買電話會唔會平啲？,2,11,,,,,
🌞,🍌,有,🐞,未有,🐤,未有,4,25,,,有冇人收到學資處申請結果通知書￼！,,
2.993GPA係咪冇2nd-up了,🤓,我果一年先3個人first hon 隔離program八個 激死,🐗,我估今年應該多first hons,🐗,Yes,2,47,,,,,
Ou靚miss,👮,來翻譯系睇 清一色靚女教師又有氣質 個別除外 唔開名,,,,,,,,,,1,12
幼教elective 邊科好？,😲,Year 4選修揀E380CF教育政策分析定E387CF教育議題好？有冇上一屆揀過可以比啲comment？謝謝🙏🏻,,,,,,,,,,3,1
WES 加拿大學歷認證,🐖,佢哋會收行政費,🕵,幼教,💩,巴打你咩科？,1,4,,,,,
嚟緊Autumn term係hybrid定面授,Kikidouluvme,如無意外應該係面授，學生電郵通知左,,,,,,,,,,1,1
有冇8月21去黃金海岸嘅朋友係到？,🙈,有,,,,,,,,,,1,1
Reg 科,🌻,GE,😏,General education,🎉,想問下nursing 係唔係year 2要reg 科？相關嘅資料喺邊度可以睇到？,2,3,,,,,
Call centre 啲糧究竟幾時先出,😽,報勞工處直接俾個檔案編號佢啦,🍥,係咪有人將個100幾萬拎去收息，而家息率咁高，私飽中囊,🍹,📷,4,21,,,,,
想問下畢業禮時間～,🌿,上年係夜晚,🐔,想問有冇A&SS畢咗業嘅師兄師姐Or曾經做過畢業禮Helper嘅同學想知道畢業典禮時間大約會係幾點阿？🥹🥹🥹感謝,,,,,2,2,,,
Trans u quit u問題,🐅,好！麻煩灑😢,🍇,唔使,,,,,1,7,,,
Psycho畢業可以做啲咩,🐯,輔導員,⛑,狗,😖,活動幹事,1,9,,,,,
有無人一齊做gym啊,⛹,約,😄,可以,⛹,你唔係問我住邊區咩,1,9,,,,,
有冇人搵到￼￼大公司intern?,👱,👍🏻👍🏻,👼,Four season operation,👱,可唔可以講吓邊行同做咩位啊,3,,,,,,
有無人仲糾結緊quit唔quit u,😀,嚟緊9月year幾？,👷,Quit !!!出黎做半年野就明白nursing有幾咁幸福,🌝,好多嘢都好慘住sub divided flat 都好慘賺唔夠 無得退休  做到八十 都好慘唔夠＄俾家用 日日嘈 都係好慘有父幹 做乜都好架喇無就踏實啲,2,10,,,,,
學生證仲有3個月到期。可唔可以用學生優惠上台學生服務計畫,👹,btw應該睇公司 有啲係總之簽約嗰日仲有有效學生證就得,👹,學生證就自己睇返卡面,👹,八達通學生身份全港統一10定11月30,2,9,,,,,
有冇人嚟緊trans去教大？,💁,啱呀,,,,,,,,,,2,15
交學費！！！,都大小薯,For info,都大小薯,📷,👾,宜家係咪冇得申請延遲交學費,1,7,,,,,
B220F induction day,🐡,你當同B200一樣,🐡,"其實冇用，啲Tutor喺度廢up, 有polling, 但係又唔知各出席記錄記錄600總分嘅幾多分",AliZE,四日晨早流流😵‍💫 大家去唔去有無人知會做啲乜？分tutorial group？,1,3,,,,,
Resit問題,Cattttttt,改到日期啦🙌🏻感謝大家,🌲,我都唔知詳情係點 剩係之前見到有人講過話可以論文代替,🌲,搵課程主任？,2,14,,,,,
依家仲未打針！有咩方法唔打又返到學！,細路,中一次陽性就可以免打針6個月,🐆,去book打針，你要喺香港生存就要打,🐻,未打，諗緊點畢業,12,5,,,,,
匹克球證書課程,🍨,我收到email了,🍭,你有冇收到email,🍭,有冇人收到email呀😩,1,7,,,,,
🌚,🍅,之後仲要交咩錢😂,🍻,都可以咁講😂但畢業費好似唔止$500,🍅,即係500$畢業費包租袍？我有冇理解錯😅,2,14,,,畢業袍問題 😶,,
話說要點先可以first hon grad？,👷,想轉科 以前asso有 不過本科讀唔到 知道有難度 不過唔係專科 唔知有冇可能🥲,🌿,我估Sec upper多過lower,🌿,真心超多Fd sec up,22,63,,,,,
有冇人讀nursing high dip係升到上degree,,,,,,,,,,,,,
PSY320 PerPsy resit 揮手區,🐪,又得了sor🫡,🐪,師兄下載唔到係咩玩法,🐦,㩒graduation status download cert letter就睇到,2,173,,,,,
英文/英文教育雙學位hon,🍳,教大double degree 156 credits only,🍳,20/21 UGC unisecond up有51％人,😎,唔理咩學系都好，不嬲全港second up人數係最多,1,7,,,,,
幾時畢業禮？？,😁,舊年都係十二月,😥,12月,🍅,打過電話去問話年尾先有畢業典禮,1,6,,,,,
psyc A320F resit 幾時有result?,🐹,ggpa出咗,😴,幾時出hon/ ggpa?,cooper98,📷,1,6,,,,,
中文系hon,👧,same second up,🌰,識都係first,🌷,同學你好🤣,3,7,,,,,
什麼是學術資格頒授？,🌬,正式畢業咁解,🙍,就畢業係咪即係指畢業禮？,,,,,1,2,,,
Nursing,😏,有冇人有nursing pharmacological notes 可以share岀黎？ thanks😍,,,,,,,,,,1,1
🌚,😒,🥺🥺,,,,,,,,,求收留！B278CF T01 group assignmen,2,1
請問MU咩科最容易取A,⛄️,Nursing,🍅,pysc vera嘅科,🍚,Gen,2,8,,,,,
☠,Meowbye,真,🦄,MU唔係咁簡單😹,🍾,sssdp唔係一年4萬幾咩😨？,2,5,,,Year 4 B&A school 俾4萬幾一個sem?,,
有冇en course同學仔打算tran u?,🎈,唔理你係咪asso/high dip/直入MU,🎈,都係non jupas,😖,High dip tran唔到？,1,7,,,,,
CGPA/WGPA,🍪,Registry website,🐧,係咪通常高級程度計多啲,🐧,邊到睇,1,6,,,,,
有冇留喺香港讀mphil嘅人,🍄,呢啲係同老細夾姐，老細兩個level嘅project都有，求MPhil咪俾MPhil level囉，但之後transfer去PhD就睇下本身你MPhil project仲有冇發展空間，如果冇咁就諗住重新開始四年都得啦,🍄,係想收grad到嘅人先，MPhil又好PhD又好,,,,,1,25,,,
等畢業毒撚想大家吹下,🍚,對！今屆多咗人有得簽Perm,😙,因教育是無私奉獻，義教也無所謂,😙,平常心便可，不用太緊張有冇工開,3,80,,,,,
Nursing hon,🐠,普通科多過精神科,🐠,No,🐌,唔見myhkmu有寫,2,14,,,,,
啲soci科肯出grade未？？￼,🍬,出左了,😣,好希望可以快啲出埋個grade😮‍💨,🙁,佢真係好手緊,1,27,,,,,
關於實習先可以畢業到嘅問題,🙁,話說最後一年嘅第二個學期我要實習 依家返咗實習可唔可以計係 即係Trans credit 去第二個學期,,,,,,,,,,1,1
ECE Yr3每個course嘅grade都同ocas分一樣,👹,今年4科，個每一科拉埋考核作業成績後，個final grade都同ocas得出黎嘅grade一樣，正唔正常又冇拉高又冇拉低，好奇怪,,,,,,,,,,1,1
Nursing人唔夠attendance會點？,🐄,人哋得個知字求個心安唔得？你當自己邊撚個😅,🐊,想問下應該問邊個？因為之前問過曬registry cc同嗰科個老師都話check唔到/將個責任推黎推去…,🐞,唔走都走咗 做咩仲要驚唔夠attendance?,1,21,,,,,
有幾多人personality theories要resit,😺,有冇人知如果 resit exam 係 12 月定 5 月考 ?,🍀,All mc,👻,剩係MC定係MC+Written SQ 同LQ？,4,135,,,,,
畢業證書幾時有,,,,,,,,,,,,,
😡,🍄,做雞都有西，唔通你又係？,😈,"笑死 做咩copy我篇野，similarly 100%,唔怪之得唔合格",🍄,"唔好縮到碌鳩咁吖喂 ，講下野啦契弟 唔係針helios 就針佢地啲fd, 家陣佢哋中出左你老味個臭閪定雞姦左你老豆？咁q狙得唔去烏克蘭做狙擊手？柒頭皮講成個月都唔撚厭，講撚到特首都換埋人都仲吹緊，咁撚吹得去做官啦我屌你老母，我係你仆街含撚死左佢啦 撚樣",2,14,,,103 tritake圍爐區,,
有冇師兄可以share政政course既ppt,😐,冇🥲,🙆,所以你最終攞唔攞到？,Oakley,小心Ronald,17,,,,,,
Nursing 其他岀路,🎉,2個牌，2邊做,🕵,咁咪姐係用六年換教席,🎉,去教書,1,5,,,,,
今年yr4 bba幾時出honour,🙁,如題,,,,,,,,,,1,1
☺️,🙋,📷,,,,,,,,,翁同學有人執到你個cardholder,1,1
HKMU畢業資訊,😷,summer讀完應該趕到今年,🍺,佢grad website有寫，spring term grad先11-12月有cert,🌲,好 thanks 因為我見到以往啲人都係10-11月先拎畢業證書，而我summer前就讀完，應該趕得切？,1,11,,,,,
MU 係咪冇既定一日出GPA,🐺,ECE 281到依家都未出,🍵,208幾時出啊,🐟,噹袋聞學,1,22,,,,,
N203 grade,🙍,Push,,,,,,,,,,1,
Supporter in call centre,🐆,次次都係咁,🐆,又黑箱操作，俾曬自己友返曬,🐆,又係內定工作？,1,6,,,,,
MU nursing 收得皮,😰,Grad左，教返大陸人點考個RN牌仲搵得多,🍰,得 grad左轉行,🍤,唔係勤力就得㗎嘛🥲,1,10,,,,,
再見都大 K先生要離開了,👩,各位囡囡唔好爭，叔叔抱抱☺️😚,🍩,有病就去醫，個個都係k生,😍,有眼睇你係度騷擾人囉,2,20,,,,,
☺️,🍷,有冇人知咩事,🌹,有冇人有cap之前啲人嘅相？,Apppa,個ig又冇曬啲莊相🤣,5,5,,,天文莊復活左冇耐￼又收左皮？,,
N212F grade,😲,Push,😲,多唔多人fail,,,,,1,2,,,
😡,🍀,208幾時出啊,👰,FYI,👰,📷,1,9,,,CPR拍住拖考都pass 正經咁去考試反而fail 公平咩？,,
🌞,👷,我都冇收到，身邊嘅朋友都冇收到,🍎,報咗但冇收到email interview,👷,好奇,1,3,,,有冇人報咗嗰個雲遊文藝？,,
N103 健康出咗grade未？,😶,啱啱岀咗,豬比,就差佢依科,豬比,未呀,2,5,,,,,
😭,🦄,搵靚仔搞gay🤤🤤,😗,簡國威就算學校安排咩女都唔會同你有任何關係🤭,🐿,次次group project group mate都係全男班😭😭😭,1,3,,,點解學校唔可以安排個女朋友俾我？,,
😡,🙏,🖕🏼,😯,咁你下年再考過啦,😯,咩料呀😑,2,18,,,103 Practical 2 fail圍爐區,,
有無人試過107 year1同year2一齊出ward?,🙆,今年有yr3同yr2嘅一齊出107,🐈,有師姐表示見過107 低一form既同學,,,,,1,2,,,
Fresh grad 邊度搵工好,🐙,嘥銀時做研究,🐙,八大,,,,,1,30,,,
有無nursing人N+2 rejupas去明愛？,😻,唔浪費咁多時間,😻,如果,😻,我俾人踢咗就唔讀nur了,1,3,,,,,
Fail-resit嘅科會唔會寫落transcript？,🐜,會呀,🍋,Lm,😕,如題,1,3,,,,,
Nursing en 幾時出Gpa,🍸,唔使咁心急,👰,Tha都完左成個月 仲未出grade,,,,,1,2,,,
🐳,🌰,你而家唔使出，唔代表佢之後都唔會出㗎嘛。所以如果你fail左103，你都係要retake可能要Defer,🍫,summer無placement係咪即fail 103唔使defer😞?,🌰,this summer term no placement,3,4,,,NURS N107F今年使唔使出placement,,
有冇人呢個暑假入咗酒店做實習￼,🍰,Push,,,,,,,,,,2,
依個人個樣好似天文學會主席,🙇,想問簡國威打啱人哋個名未？？,😰,係,都大墮天地獄獸,想知鐘翹豐係咪都係咁？,4,16,,,,,
Netflix 魷魚遊戲真人騷,🍙,俾錢我去美利堅🥰,🍬,有冇人會去報,,,,,1,2,,,
🌚,😯,Nursing 出未,🌬,Finally,🐸,出左,1,4,,,Psy Ageing 肯出Grade未,,
qs,🐨,up,🌝,點聽返黎？詳情？,🐭,800-1000,1,17,,,,,
B200F Result,🎉,出左grade未 仲未見到同埋大家overall幾多分？,,,,,,,,,,3,1
🌝,🐻,唔係你又叫人跪？自打嘴巴丫？,😒,哦,🤒,係海洋公園隻海獅,2,9,,,朱文雅=一隻好文雅既豬🐷,,
mu畢業費成幾百蚊學資處會唔會資助翻 ？,🌬,有左好耐,🌬,有啦,🍬,😹😹😹,1,17,,,,,
🐳,😶,唔會唔揀,🌱,😢😢😢,🌱,希望今屆nursoc唔好揀人 真係好有心想join ocamp,1,3,,,大家收到nursing ocamp組爸組媽面試通知未？,,
Nursing 暑sem,🍗,所以收左先,🐹,屍政報告唔係話來緊一年實習收費括免？😕,🍗,可能Autumn 又收CP學費，因為下年或後年開始出CP免費,5,7,,,,,
😡,😟,用咩理由,🐸,Remedial遇見Sarah，直接fail你,😿,佢都真係算唔識教又鐘意搞小動作,3,6,,,準備緊上ioh同sarah wong當面對質,,
有冇人試過見工見見下hr head ，佢比佢張卡片你。,😷,佢比卡片我對佢有咩用,😷,咩都唔比請你走,🐝,唔通俾屋企鎖匙你,1,8,,,,,
有冇人入咗迪士尼做￼,🌮,大家咩位,,,,,,,,,,1,1
😭,🤒,好好笑,😒,周榮美你係咪識得隱形？6月7號你無翻但有簽名,🙂,要DSE分嘅咩？,1,6,,,有冇人收到MU NGO嘅intern interview?,,
收304，262，333,Meowbye,262 有B+ n 304 group assignment A,4rr,母exam quiz paper ok?,🙊,thxxx，想問幾錢,1,5,,,,,
同學在看綑綁視頻,🐨,笑9死,🍆,"MU真係好多毒L,見到頭髮又長又油呢啲毒男，好行遠啲。",🌸,可能學緊包扎,3,6,,,,,
Gen B268F 如何創業 T02 搵group mate,,,,,,,,,,,,,
求師兄師姐解答 NURS N217F係出咩Ward???,🐎,但係207都未出應該唔會出217住？,🐎,我已經報左。。希望佢如果有placement 就盡早通知啦,🌳,其實佢依家阻住晒啲時間勁煩,3,31,,,,,
268如何創業T03差一至兩個組員,🙋,pm!,🐖,仲有冇人未有組？差兩個~,strawberryyy,已經覆左pm~,11,,,,,,
有冇人仲未開始搵grad job,😹,未，依家幫屋企收鋪租,🍹,Here,🦂,Me,1,7,,,,,
大家N208F PE考成點？,👽,上年94,🐐,考完有講,🐹,其實點解會知幾多分嘅,1,24,,,,,
"上完MU Fitness course,點樣整康文處 gym",🌾,到時拎到張紙本證書 去體育館整就ok了,🌾,而家mu 係用學生張電子卡 所以冇證明 你要問返saa 叫佢俾返張紙本證書你,🐕,"上完MU Fitness course,整咗大學既fitness card，我想問下係會有多一張實體卡定用返學生證入MU Gym room 。康文處話要證明我係有大學fitness card 我應該send D咩比佢？",2,3,,,,,
點解71分都係得B+,☺️,咪係，我gen拎過ocas90都B+,🍸,有人80 得b 討論ocas無意義,👱,大家=大不了自學,1,46,,,,,
嫁俾我!!!何家陽sunny!!!,🙏,等阿姨救濟下你🤗,😚,好啊 我都單身左20年 好需要人救濟,,,,,1,2,,,
語文通論好讀?,🎉,係,😤,唔知sor，今年先讀呢科,😊,之前係邊位？梁慕靈？,5,49,,,,,
Nurs 311 t07有冇人未有組？,🎉,我地而家有7個，可以入多3個,,,,,,,,,,1,1
"讀MU BBA嘅你￼,搵唔搵到intern?",🤔,總之大公司就計😂😂唔計保險,😡,唔算,🍙,Pwc kpmg算唔算公廁🫠,1,17,,,,,
收NURSN214L12-14嘅lecture video,😕,有冇好心的師兄姐弟妹？薄酬,,,,,,,,,,1,1
求救 Ole online mc test,🤓,驚咩 佢會show最update個submit時間 加上你第二次㩒入去冇㩒sumbit 又點會當你submit左呢,😟,"而家有2個submission,佢改邊份都冇所謂",,,,,1,10,,,
有冇人要resit E320F😭😭,🤒,想知係咪今年resit🥲份野做到想死 （自己又冇咩聽書🥲 而家好驚resit,🐉,呢科真係又難又煩😭好想死🥲,,,,,1,2,,,
垃圾高層叫人翻黎考即想人死,😭,就算無supervisor,😭,sps 唔係at least 都有student helper 咩？,🐎,"出貓好心醒目d, 開個討論區公開討論, 唔想做野都唔得",1,4,,,,,
